name,PAAC_Xc1.A,PAAC_Xc1.R,PAAC_Xc1.N,PAAC_Xc1.D,PAAC_Xc1.C,PAAC_Xc1.Q,PAAC_Xc1.E,PAAC_Xc1.G,PAAC_Xc1.H,PAAC_Xc1.I,PAAC_Xc1.L,PAAC_Xc1.K,PAAC_Xc1.M,PAAC_Xc1.F,PAAC_Xc1.P,PAAC_Xc1.S,PAAC_Xc1.T,PAAC_Xc1.W,PAAC_Xc1.Y,PAAC_Xc1.V,PAAC_Xc2.lambda1,PAAC_Xc2.lambda2,PAAC_Xc2.lambda3,target
ACP_positive_11,2.1491239050582225,0.0,1.4327492700388151,0.0,0.0,0.0,0.0,1.4327492700388151,0.0,0.7163746350194076,0.7163746350194076,5.014622445135853,0.7163746350194076,2.1491239050582225,0.0,0.0,0.0,0.0,0.0,0.7163746350194076,0.0980652108809668,0.1141577977392514,0.0714023563603741,1
ACP_positive_12,2.139989362068492,0.0,1.4266595747123278,0.0,0.0,0.0,0.0,1.4266595747123278,0.0,2.139989362068492,0.7133297873561639,4.993308511493147,0.0,2.139989362068492,0.0,0.0,0.0,0.0,0.0,0.7133297873561639,0.0977831204722521,0.1202059602159982,0.0686811319555858,1
ACP_positive_13,2.271105000516363,0.0,0.0,1.5140700003442418,1.5140700003442418,0.0,0.0,2.271105000516363,0.0,1.5140700003442418,2.271105000516363,3.7851750008606047,0.7570350001721209,0.0,0.0,0.7570350001721209,2.271105000516363,0.7570350001721209,0.0,1.5140700003442418,0.0828044556203966,0.0819970767122548,0.0781634674952276,1
ACP_positive_14,0.0,0.7090179227315497,0.0,0.0,0.0,0.0,0.0,0.0,0.7090179227315497,0.7090179227315497,2.836071690926199,1.4180358454630997,0.0,0.0,0.0,0.7090179227315497,0.0,0.0,0.7090179227315497,1.4180358454630997,0.0886986079264729,0.1304524144529936,0.0718310548889836,1
ACP_positive_15,0.6847028467592301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6847028467592301,3.4235142337961504,0.0,1.3694056935184602,0.0,0.0,0.0,0.0,0.0,0.0,0.111234842255651,0.1376413399291357,0.066420971055983,1
ACP_positive_16,0.7934709548549768,0.0,1.5869419097099535,0.7934709548549768,0.0,0.0,0.7934709548549768,0.0,0.0,2.3804128645649305,1.5869419097099535,0.7934709548549768,0.0,0.0,0.0,0.0,0.7934709548549768,0.0,0.0,0.0,0.0814401074200883,0.0528452151437371,0.0722437225811977,1
ACP_positive_17,0.7070369556428245,0.0,0.0,0.0,0.0,0.0,0.0,0.7070369556428245,0.0,1.414073911285649,1.414073911285649,4.242221733856948,0.0,0.7070369556428245,0.0,0.0,0.0,0.0,0.0,2.1211108669284737,0.0964705921883968,0.144829940773333,0.0516625113954456,1
ACP_positive_18,0.7558470712504074,2.2675412137512225,0.0,0.0,0.0,0.0,0.0,2.2675412137512225,3.0233882850016296,3.0233882850016296,1.5116941425008148,1.5116941425008148,0.7558470712504074,2.2675412137512225,0.0,0.0,0.7558470712504074,0.0,0.0,0.7558470712504074,0.0631434670393324,0.0929253341432449,0.0880841275670152,1
ACP_positive_19,0.7015354328795937,0.7015354328795937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5076771643979687,4.910748030157156,0.0,0.7015354328795937,0.0,0.7015354328795937,0.0,0.0,0.7015354328795937,0.0,0.0925563266005923,0.1326003941229478,0.0733078463968661,1
ACP_positive_20,2.7643421488200746,3.455427686025093,0.0,1.3821710744100373,0.0,0.6910855372050186,0.0,0.0,0.0,0.6910855372050186,2.073256611615056,0.0,0.0,1.3821710744100373,0.0,2.073256611615056,0.6910855372050186,0.0,0.6910855372050186,1.3821710744100373,0.1034768382004868,0.1244000210989307,0.0810376034955637,1
ACP_positive_21,2.39364520052982,0.0,0.7978817335099401,0.7978817335099401,0.0,0.0,0.0,0.7978817335099401,0.0,0.0,0.0,0.0,0.0,0.7978817335099401,0.7978817335099401,0.0,0.0,0.0,0.7978817335099401,1.59576346701988,0.0827823787630503,0.0616823548646267,0.0576535328623828,1
ACP_positive_22,1.4978053298033993,2.9956106596067986,1.4978053298033993,1.4978053298033993,0.0,0.7489026649016997,0.7489026649016997,0.7489026649016997,0.7489026649016997,0.0,2.246707994705099,2.246707994705099,0.7489026649016997,0.7489026649016997,0.7489026649016997,1.4978053298033993,0.0,0.0,0.7489026649016997,0.7489026649016997,0.0679392653220245,0.0943117373912187,0.088846332385057,1
ACP_positive_23,2.34289978664365,0.0,1.5619331910957666,0.7809665955478833,0.0,0.0,0.7809665955478833,0.0,0.0,3.123866382191533,0.7809665955478833,0.7809665955478833,0.0,0.0,0.0,0.0,0.7809665955478833,0.0,0.7809665955478833,0.0,0.0845310439833239,0.0707385921201099,0.0637637683486828,1
ACP_positive_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7202100731622192,0.7202100731622192,0.7202100731622192,2.8808402926488768,2.1606302194866576,0.0,0.0,0.0,0.7202100731622192,0.0,0.7202100731622192,0.0,0.0,0.0917078341363625,0.1278144857719882,0.0602676069294302,1
ACP_positive_25,0.0,0.0,0.7648715532615419,0.0,0.0,0.0,0.0,0.0,0.0,3.0594862130461675,2.2946146597846258,3.824357766307709,0.0,1.5297431065230838,0.0,0.7648715532615419,0.0,0.0,0.0,0.7648715532615419,0.0770991446503016,0.0995253303787414,0.0585039717094149,1
ACP_positive_26,2.354452498400596,0.7848174994668654,0.0,0.0,0.0,1.5696349989337308,0.0,2.354452498400596,0.7848174994668654,1.5696349989337308,3.924087497334327,2.354452498400596,0.0,0.7848174994668654,2.354452498400596,0.7848174994668654,0.0,0.0,0.0,1.5696349989337308,0.069030752598015,0.0794033926273388,0.0667483553077806,1
ACP_positive_27,0.0,0.8291339792608834,0.0,0.8291339792608834,6.633071834087067,0.0,0.0,1.6582679585217668,1.6582679585217668,1.6582679585217668,0.0,1.6582679585217668,0.8291339792608834,1.6582679585217668,0.8291339792608834,0.8291339792608834,1.6582679585217668,0.0,0.0,0.0,0.0548983432445656,0.0466588623703729,0.0693088151241779,1
ACP_positive_28,0.0,0.0,0.0,0.0,0.0,0.8408013935042062,0.0,4.204006967521031,3.363205574016825,0.0,0.0,0.0,0.0,0.0,0.0,0.8408013935042062,0.0,0.0,0.0,1.6816027870084125,0.0734577703459651,0.0549897105049775,0.0307511256448509,1
ACP_positive_29,0.0,0.0,0.8279529749286463,0.8279529749286463,2.4838589247859386,0.8279529749286463,0.0,1.6559059498572926,0.0,0.0,0.0,1.6559059498572926,0.0,2.4838589247859386,0.8279529749286463,1.6559059498572926,1.6559059498572926,0.0,0.0,0.8279529749286463,0.0640925334082299,0.0476514006808268,0.060303090982297,1
ACP_positive_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7221572722544056,0.7221572722544056,0.7221572722544056,2.166471816763217,2.166471816763217,0.7221572722544056,0.0,0.0,0.7221572722544056,0.0,0.7221572722544056,0.0,0.0,0.0896609975663479,0.124507314215826,0.0636744159634204,1
ACP_positive_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7205325381929225,0.7205325381929225,2.1615976145787674,3.602662690964612,0.0,1.441065076385845,0.7205325381929225,0.0,0.0,0.7205325381929225,0.0,0.0,0.1136201296783026,0.1143552146713449,0.0514921174574299,1
ACP_positive_32,0.7221729383592262,0.0,0.0,0.0,0.0,0.0,0.0,2.166518815077678,0.0,1.4443458767184525,2.166518815077678,5.055210568514584,0.0,0.7221729383592262,0.0,0.0,0.0,0.7221729383592262,0.0,1.4443458767184525,0.1016166230700264,0.105458204280207,0.0707522342905403,1
ACP_positive_33,1.4559669805004125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4559669805004125,2.1839504707506188,0.0,0.7279834902502063,0.0,0.0,0.0,0.0,0.0,0.0,0.090953946961536,0.1119331994011925,0.069129363387065,1
ACP_positive_34,3.408981336718248,0.0,0.0,0.0,1.704490668359124,0.0,0.0,0.8522453341795619,0.0,1.704490668359124,2.5567360025386856,2.5567360025386856,0.0,0.8522453341795619,1.704490668359124,0.8522453341795619,0.8522453341795619,0.0,0.0,3.408981336718248,0.0419645287475861,0.0597791568271529,0.0460109802456989,1
ACP_positive_35,0.0,0.8360766554691321,1.6721533109382642,0.0,5.016459932814793,0.0,0.8360766554691321,4.18038327734566,0.0,0.0,0.8360766554691321,0.0,0.0,0.0,2.5082299664073964,0.8360766554691321,4.18038327734566,0.8360766554691321,0.0,2.5082299664073964,0.0485709755942251,0.0536220761424166,0.0617302927942262,1
ACP_positive_36,2.208587599610086,0.7361958665366954,1.4723917330733909,2.208587599610086,0.0,0.7361958665366954,0.7361958665366954,2.9447834661467818,0.0,2.208587599610086,1.4723917330733909,4.417175199220172,0.0,2.208587599610086,0.7361958665366954,3.680979332683477,0.7361958665366954,2.208587599610086,2.9447834661467818,2.9447834661467818,0.0814584819324046,0.0974193910456991,0.0849262604852008,1
ACP_positive_37,1.5793692423644468,3.158738484728893,2.36905386354667,0.7896846211822234,4.73810772709334,0.0,0.7896846211822234,3.948423105911117,0.0,2.36905386354667,1.5793692423644468,2.36905386354667,0.0,0.0,2.36905386354667,5.527792348275564,3.158738484728893,0.0,1.5793692423644468,0.0,0.063068161903318,0.0764198483116538,0.0708273686028047,1
ACP_positive_38,0.7996368920214024,0.0,1.5992737840428048,0.0,1.5992737840428048,0.0,0.0,0.7996368920214024,0.0,0.0,3.1985475680856097,3.1985475680856097,0.0,0.7996368920214024,1.5992737840428048,0.0,0.7996368920214024,0.0,0.7996368920214024,0.7996368920214024,0.0620659350576571,0.0795334140829909,0.0587637588379494,1
ACP_positive_39,0.7071534336431711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071534336431711,0.7071534336431711,1.414306867286342,4.242920601859026,0.0,2.121460300929513,0.7071534336431711,0.0,0.0,0.7071534336431711,0.0,0.0,0.0944296859032642,0.1371948945852301,0.0612219858683346,1
ACP_positive_40,0.8323649743480114,0.0,1.6647299486960228,0.0,4.9941898460880685,0.0,1.6647299486960228,1.6647299486960228,0.0,2.4970949230440342,0.8323649743480114,1.6647299486960228,0.8323649743480114,1.6647299486960228,0.0,4.161824871740056,0.8323649743480114,0.0,0.8323649743480114,1.6647299486960228,0.0586068465086529,0.0480027086205234,0.0610254705228121,1
ACP_positive_41,2.0916893338342746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7889191117790326,2.7889191117790326,0.0,1.3944595558895163,0.0,0.0,0.0,0.0,0.0,0.0,0.0913309415001677,0.1339438195653395,0.0774954609897344,1
ACP_positive_42,2.293525018385551,1.5290166789237003,0.0,0.0,0.0,1.5290166789237003,1.5290166789237003,3.058033357847401,0.0,0.0,3.058033357847401,0.0,0.0,0.0,0.7645083394618503,2.293525018385551,2.293525018385551,0.7645083394618503,0.0,0.0,0.081849482454834,0.0761300434428034,0.0775121346405122,1
ACP_positive_43,0.6742145548553071,1.3484291097106142,0.0,0.6742145548553071,0.6742145548553071,0.0,0.0,0.6742145548553071,0.0,0.0,1.3484291097106142,0.6742145548553071,0.0,0.0,0.0,0.0,0.6742145548553071,1.3484291097106142,0.0,0.6742145548553071,0.1252086589569801,0.1058722225815017,0.0947045636062109,1
ACP_positive_44,0.6500842792302899,2.6003371169211595,0.0,0.0,0.0,0.0,0.0,1.3001685584605798,0.0,1.9502528376908697,1.9502528376908697,3.250421396151449,0.6500842792302899,0.6500842792302899,0.0,0.0,1.3001685584605798,0.0,0.0,0.6500842792302899,0.0956936845873396,0.1489692955610657,0.1052527406213047,1
ACP_positive_45,0.0,0.811456148675781,1.622912297351562,0.0,4.868736892054685,0.0,0.811456148675781,2.4343684460273427,0.0,2.4343684460273427,1.622912297351562,1.622912297351562,0.0,0.811456148675781,1.622912297351562,2.4343684460273427,0.811456148675781,0.0,0.811456148675781,2.4343684460273427,0.0507925611077201,0.0607992070755973,0.0769520831409016,1
ACP_positive_46,0.0,0.6919533817681708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0758601453045125,0.6919533817681708,0.6919533817681708,0.6919533817681708,0.6919533817681708,0.0,0.0954225702401479,0.1142233713848378,0.0984006766068434,1
ACP_positive_47,1.6178378439343633,0.0,0.0,0.8089189219671816,0.0,0.8089189219671816,0.0,2.426756765901545,2.426756765901545,0.0,1.6178378439343633,2.426756765901545,0.0,3.2356756878687265,1.6178378439343633,2.426756765901545,2.426756765901545,0.0,0.8089189219671816,0.8089189219671816,0.0763172582938962,0.052465767527307,0.0622980522116149,1
ACP_positive_48,2.315185087414451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0869134498859343,2.315185087414451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7717283624714836,0.0835836063718307,0.0970243010279108,0.0476637301287748,1
ACP_positive_49,2.054540073486238,2.7393867646483168,0.0,0.0,0.0,0.0,0.0,0.6848466911620792,0.6848466911620792,1.3696933823241584,1.3696933823241584,1.3696933823241584,0.0,0.0,0.0,0.6848466911620792,2.054540073486238,0.6848466911620792,1.3696933823241584,0.0,0.1065876246117712,0.1070332216609286,0.1015324625652208,1
ACP_positive_50,1.5994982881684283,0.0,0.0,0.0,0.0,0.0,0.0,2.3992474322526425,0.0,1.5994982881684283,1.5994982881684283,1.5994982881684283,0.0,0.7997491440842142,0.0,0.7997491440842142,0.0,0.0,0.0,2.3992474322526425,0.0538353005346985,0.0917060332516132,0.0547095221294741,1
ACP_positive_51,0.0,0.819283770869025,0.819283770869025,0.819283770869025,2.457851312607075,0.819283770869025,0.0,1.63856754173805,0.0,0.0,0.819283770869025,0.819283770869025,0.0,1.63856754173805,0.819283770869025,1.63856754173805,1.63856754173805,0.0,0.0,0.819283770869025,0.0666099474692777,0.0490526308695994,0.0650536507920978,1
ACP_positive_52,0.0,0.6772626287246418,0.0,0.0,0.0,0.6772626287246418,0.0,0.6772626287246418,0.0,0.6772626287246418,1.3545252574492836,0.6772626287246418,0.0,2.0317878861739254,0.0,0.6772626287246418,0.0,0.6772626287246418,0.0,0.6772626287246418,0.0993421730284254,0.1419155482807291,0.0814796499662035,1
ACP_positive_53,4.550275368160562,1.5167584560535206,0.7583792280267603,0.7583792280267603,0.0,3.033516912107041,0.7583792280267603,3.033516912107041,0.7583792280267603,3.033516912107041,1.5167584560535206,3.7918961401338014,0.0,0.0,0.0,0.0,3.033516912107041,0.7583792280267603,0.0,2.275137684080281,0.0774530145928206,0.0979362709950911,0.066231486385328,1
ACP_positive_54,0.7780848817713766,0.0,0.0,0.7780848817713766,0.0,0.0,0.0,2.3342546453141297,0.0,0.7780848817713766,2.3342546453141297,1.5561697635427532,0.0,0.7780848817713766,0.0,0.7780848817713766,0.0,0.0,0.0,2.3342546453141297,0.0657633709967473,0.100019050349142,0.056132696882734,1
ACP_positive_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835898033849906,3.343592135399624,0.835898033849906,0.0,2.507694101549718,0.835898033849906,1.671796067699812,0.835898033849906,0.0,0.0,0.835898033849906,0.0503691976411364,0.0698200511138817,0.0439127173950757,1
ACP_positive_56,0.0,0.8348216258958373,1.6696432517916746,0.0,5.008929755375024,0.0,1.6696432517916746,4.174108129479187,0.0,0.0,0.8348216258958373,0.0,0.0,0.8348216258958373,2.504464877687512,1.6696432517916746,3.339286503583349,0.8348216258958373,0.0,1.6696432517916746,0.0538486883506928,0.0515906097401057,0.0597390760133641,1
ACP_positive_57,2.147248052182796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8629974029103944,5.01024545509319,0.0,0.7157493507275986,0.0,0.0,0.0,0.0,0.0,0.0,0.1001154964476261,0.136944151514109,0.0471910013106662,1
ACP_positive_58,0.0,2.289125806629055,0.0,0.0,0.0,0.0,0.7630419355430182,1.5260838710860365,0.0,0.7630419355430182,1.5260838710860365,0.7630419355430182,3.052167742172073,0.0,0.7630419355430182,0.7630419355430182,0.7630419355430182,0.0,0.0,0.0,0.0494786154284397,0.0710418157799456,0.1164376332485963,1
ACP_positive_59,4.393996697687075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.126329480634921,6.590995046530613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323327829478459,0.0831136774764182,0.1219690826857014,0.0625844568900344,1
ACP_positive_60,0.8487467701659805,0.0,0.8487467701659805,0.0,5.092480620995883,0.0,0.8487467701659805,1.697493540331961,0.0,1.697493540331961,2.5462403104979416,2.5462403104979416,0.0,0.0,1.697493540331961,2.5462403104979416,1.697493540331961,0.0,1.697493540331961,2.5462403104979416,0.0500364280958536,0.0443216802043481,0.0568951215338175,1
ACP_positive_61,2.1661544616707773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88820594889437,2.88820594889437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444102974447185,0.0840742748675232,0.1248680862574428,0.0690061516514413,1
ACP_positive_62,2.140004785740788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5666746429013134,2.853339714321051,0.0,0.7133349285802627,0.0,0.0,0.0,0.0,0.0,0.0,0.0892077360778002,0.1263758321340328,0.0710815032079042,1
ACP_positive_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6060071907267508,0.0,0.0,0.8030035953633754,0.0,0.0,0.8030035953633754,0.8030035953633754,0.0,0.0,0.0,0.8030035953633754,0.0,0.0639447772789616,0.0584444963949505,0.0746071309627126,1
ACP_positive_64,2.292805777550389,0.0,0.7642685925167964,0.0,0.0,0.0,0.0,1.5285371850335927,1.5285371850335927,0.0,0.0,3.0570743700671854,0.0,2.292805777550389,0.0,1.5285371850335927,0.7642685925167964,0.0,0.0,0.7642685925167964,0.0799231700356386,0.0868729156218331,0.0689353218257316,1
ACP_positive_65,0.0,0.7402122586497091,0.7402122586497091,0.0,0.7402122586497091,0.7402122586497091,0.7402122586497091,0.7402122586497091,0.0,0.0,0.0,0.0,0.0,0.7402122586497091,1.4804245172994182,0.0,0.0,0.0,0.7402122586497091,0.7402122586497091,0.084239800090851,0.0710557898544385,0.1044921514050013,1
ACP_positive_66,0.7107392579525937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7107392579525937,2.132217773857781,2.842957031810375,0.0,0.0,0.0,1.4214785159051877,0.0,0.7107392579525937,0.0,1.4214785159051877,0.1032564520026124,0.0960514412325491,0.0899528488122447,1
ACP_positive_67,0.0,0.0,0.0,0.0,1.5658791549687945,0.0,0.0,0.7829395774843971,0.0,1.5658791549687945,0.0,1.5658791549687945,0.0,3.1317583099375885,0.7829395774843971,0.0,0.7829395774843971,0.0,0.0,0.7829395774843971,0.072225140898639,0.0929640218368009,0.0518712597801629,1
ACP_positive_68,1.60258274890898,0.80129137445449,1.60258274890898,0.80129137445449,1.60258274890898,0.0,0.0,3.20516549781796,0.0,0.80129137445449,1.60258274890898,2.40387412336347,0.0,1.60258274890898,0.0,1.60258274890898,4.00645687227245,0.0,0.0,3.20516549781796,0.0703931431159472,0.0686462783272462,0.0596692041023165,1
ACP_positive_69,2.7351843601471693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4189804501839616,7.5217569904047155,0.0,0.6837960900367923,0.0,0.0,0.0,0.6837960900367923,0.0,0.0,0.1017204235020525,0.1352331507522382,0.0792503357089169,1
ACP_positive_70,0.7109532149349461,0.0,0.0,0.0,0.0,0.0,0.0,1.4219064298698922,0.7109532149349461,1.4219064298698922,2.1328596448048387,4.976672504544623,0.0,2.1328596448048387,0.0,0.0,0.0,0.7109532149349461,0.0,0.0,0.1078793286624554,0.1137982180331035,0.0673692383694948,1
ACP_positive_71,0.0,1.9275143742966452,0.0,0.6425047914322151,0.0,0.6425047914322151,0.0,0.0,0.0,1.28500958286443,0.6425047914322151,1.28500958286443,0.0,1.28500958286443,0.0,0.0,0.0,0.0,0.0,0.6425047914322151,0.1199267358125286,0.1585632500012989,0.0790052227539572,1
ACP_positive_72,0.0,0.0,0.0,0.8099221956085692,0.0,0.0,0.0,0.0,0.0,0.0,0.8099221956085692,0.8099221956085692,0.0,0.8099221956085692,0.8099221956085692,0.8099221956085692,2.4297665868257075,0.0,0.8099221956085692,0.0,0.0765126840589527,0.0539131019370361,0.0596520183954419,1
ACP_positive_73,1.523111474591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761555737295532,0.761555737295532,3.046222949182128,5.330890161068725,0.0,1.523111474591064,0.0,3.046222949182128,2.2846672118865965,0.761555737295532,0.0,0.761555737295532,0.0845265627651256,0.098751301563121,0.0551663983762211,1
ACP_positive_74,0.0,0.0,0.7084585461658083,0.0,0.0,0.0,0.0,0.0,0.0,2.1253756384974247,0.7084585461658083,3.542292730829041,0.0,0.0,0.7084585461658083,0.0,0.0,0.7084585461658083,0.0,2.1253756384974247,0.1015229001534735,0.1280258062585439,0.0619927474221743,1
ACP_positive_75,0.0,0.8354361181021648,1.6708722362043296,0.8354361181021648,5.012616708612988,0.0,0.8354361181021648,4.177180590510824,0.0,0.0,0.8354361181021648,0.0,0.0,0.8354361181021648,3.341744472408659,0.0,4.177180590510824,0.8354361181021648,0.0,1.6708722362043296,0.0528134729852098,0.0526591269586761,0.0590912819539493,1
ACP_positive_76,2.434546690405113,0.0,0.8115155634683711,0.0,1.623031126936742,0.0,0.0,0.8115155634683711,0.0,2.434546690405113,1.623031126936742,1.623031126936742,0.0,1.623031126936742,0.8115155634683711,0.8115155634683711,0.8115155634683711,0.0,0.8115155634683711,0.0,0.0666214933757451,0.0645284496352447,0.0573344935206391,1
ACP_positive_77,3.1543593217349035,0.7885898304337259,1.5771796608674518,1.5771796608674518,3.1543593217349035,0.0,0.0,1.5771796608674518,0.0,3.942949152168629,0.7885898304337259,2.3657694913011778,0.0,0.0,0.7885898304337259,1.5771796608674518,3.1543593217349035,0.7885898304337259,0.0,0.7885898304337259,0.0608904629920258,0.0840169243388757,0.0665027822353726,1
ACP_positive_78,3.235331921391077,0.0,1.6176659606955386,0.0,0.0,1.6176659606955386,1.6176659606955386,1.6176659606955386,1.6176659606955386,0.0,1.6176659606955386,1.6176659606955386,0.0,2.426498941043308,1.6176659606955386,0.8088329803477693,1.6176659606955386,0.8088329803477693,0.8088329803477693,4.044164901738847,0.0611469106348741,0.0766360067413824,0.0533841022759742,1
ACP_positive_79,0.8366231115557021,0.8366231115557021,0.8366231115557021,0.0,5.019738669334213,0.0,0.8366231115557021,3.3464924462228085,0.0,0.8366231115557021,0.8366231115557021,0.0,0.0,0.0,1.6732462231114045,1.6732462231114045,4.18311555777851,0.8366231115557021,0.8366231115557021,1.6732462231114045,0.0520702023379046,0.0468491848962059,0.0644575012101872,1
ACP_positive_80,0.0,0.0,0.0,0.801586527882387,0.0,0.0,1.603173055764774,0.801586527882387,0.801586527882387,0.0,0.801586527882387,0.0,0.801586527882387,0.801586527882387,1.603173055764774,0.0,0.0,0.0,0.0,0.801586527882387,0.0492439478818652,0.0816107984162721,0.0675587258194755,1
ACP_positive_81,1.4308378345494142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8616756690988283,4.292513503648243,0.0,0.0,0.0,0.0,0.0,0.0,0.7154189172747071,0.0,0.0946974237360971,0.1295729896797411,0.0603106693094546,1
ACP_positive_82,0.795126994422483,0.795126994422483,0.0,0.795126994422483,0.0,0.0,0.0,2.385380983267449,0.0,0.0,0.0,0.0,0.0,0.0,0.795126994422483,3.180507977689932,0.0,0.0,0.0,0.0,0.0826042146157849,0.0405901730623267,0.0816786178994053,1
ACP_positive_83,5.88129147037308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88129147037308,0.0,0.0,0.0,0.0,0.0,1.96043049012436,0.0,0.0,0.0952228574640068,0.1560870956295464,0.0952132168649932,1
