name,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,target
ACP_positive_138,0.5882352941176471,0.0588235294117647,0.1764705882352941,0.0588235294117647,0.1176470588235294,1
ACP_positive_139,0.34375,0.0625,0.03125,0.03125,0.53125,1
ACP_positive_140,0.4,0.0666666666666666,0.0333333333333333,0.0333333333333333,0.4666666666666667,1
ACP_positive_141,0.3,0.2,0.5,0.0,0.0,1
ACP_positive_142,0.6,0.1,0.3,0.0,0.0,1
ACP_positive_143,0.5625,0.0625,0.25,0.0625,0.0625,1
ACP_positive_144,0.64,0.04,0.16,0.04,0.12,1
ACP_positive_145,0.375,0.25,0.25,0.0,0.125,1
ACP_positive_146,0.5333333333333333,0.1333333333333333,0.3333333333333333,0.0,0.0,1
ACP_positive_147,0.2564102564102564,0.1282051282051282,0.2051282051282051,0.0,0.4102564102564102,1
ACP_positive_148,0.6363636363636364,0.0909090909090909,0.2727272727272727,0.0,0.0,1
ACP_positive_149,0.5,0.2142857142857142,0.2857142857142857,0.0,0.0,1
ACP_positive_150,0.1818181818181818,0.1818181818181818,0.6363636363636364,0.0,0.0,1
ACP_positive_151,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.0,0.0,1
ACP_positive_152,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,1
ACP_positive_153,0.3333333333333333,0.0666666666666666,0.2666666666666666,0.0,0.3333333333333333,1
ACP_positive_154,0.5,0.0,0.0,0.0,0.5,1
ACP_positive_155,0.5714285714285714,0.0952380952380952,0.1428571428571428,0.0476190476190476,0.1428571428571428,1
ACP_positive_156,0.2777777777777778,0.1111111111111111,0.1666666666666666,0.0277777777777777,0.4166666666666667,1
ACP_positive_157,0.4615384615384615,0.2307692307692307,0.3076923076923077,0.0,0.0,1
ACP_positive_158,0.6875,0.0625,0.25,0.0,0.0,1
ACP_positive_159,0.375,0.125,0.3125,0.0625,0.125,1
ACP_positive_160,0.3888888888888889,0.2222222222222222,0.1666666666666666,0.0,0.2222222222222222,1
ACP_positive_161,0.4615384615384615,0.2307692307692307,0.3076923076923077,0.0,0.0,1
ACP_positive_162,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,0.0,1
ACP_positive_163,0.4782608695652174,0.217391304347826,0.217391304347826,0.0,0.0869565217391304,1
ACP_positive_164,0.3888888888888889,0.2222222222222222,0.3333333333333333,0.0,0.0555555555555555,1
ACP_positive_165,0.625,0.125,0.125,0.0625,0.0625,1
ACP_positive_166,0.6,0.0666666666666666,0.0666666666666666,0.0,0.2666666666666666,1
ACP_positive_167,0.5384615384615384,0.2307692307692307,0.0,0.0,0.2307692307692307,1
ACP_positive_168,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,1
ACP_positive_169,0.2758620689655172,0.0689655172413793,0.0344827586206896,0.0689655172413793,0.5517241379310345,1
ACP_positive_170,0.5,0.0,0.1666666666666666,0.0833333333333333,0.25,1
ACP_positive_171,0.6153846153846154,0.1538461538461538,0.0769230769230769,0.0,0.1538461538461538,1
ACP_positive_172,0.2,0.1,0.1,0.2,0.4,1
ACP_positive_173,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,0.0,1
ACP_positive_174,0.2972972972972973,0.1081081081081081,0.2972972972972973,0.1351351351351351,0.1621621621621621,1
ACP_positive_175,0.6,0.0666666666666666,0.3333333333333333,0.0,0.0,1
ACP_positive_176,0.25,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0833333333333333,1
ACP_positive_177,0.6923076923076923,0.0,0.3076923076923077,0.0,0.0,1
ACP_positive_178,0.7222222222222222,0.0,0.1111111111111111,0.0,0.1666666666666666,1
ACP_positive_179,0.2631578947368421,0.1052631578947368,0.3684210526315789,0.1052631578947368,0.1578947368421052,1
ACP_positive_180,0.1538461538461538,0.2307692307692307,0.3076923076923077,0.0,0.3076923076923077,1
ACP_positive_181,0.3684210526315789,0.0526315789473684,0.3157894736842105,0.1052631578947368,0.1578947368421052,1
ACP_positive_182,0.2727272727272727,0.1818181818181818,0.0,0.2727272727272727,0.2727272727272727,1
ACP_positive_183,0.4,0.12,0.12,0.12,0.24,1
ACP_positive_184,0.5555555555555556,0.074074074074074,0.2592592592592592,0.0,0.1111111111111111,1
ACP_positive_185,0.5263157894736842,0.1052631578947368,0.1578947368421052,0.0,0.2105263157894736,1
ACP_positive_186,0.4523809523809524,0.0476190476190476,0.0714285714285714,0.0714285714285714,0.3571428571428571,1
ACP_positive_187,0.3846153846153846,0.1538461538461538,0.0769230769230769,0.0,0.3846153846153846,1
ACP_positive_188,0.1463414634146341,0.1463414634146341,0.2439024390243902,0.048780487804878,0.4146341463414634,1
ACP_positive_189,0.4782608695652174,0.0869565217391304,0.3043478260869565,0.0434782608695652,0.0869565217391304,1
ACP_positive_190,0.6428571428571429,0.0714285714285714,0.2142857142857142,0.0714285714285714,0.0,1
ACP_positive_191,0.5384615384615384,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0769230769230769,1
ACP_positive_192,0.6153846153846154,0.0769230769230769,0.3076923076923077,0.0,0.0,1
ACP_positive_193,0.5526315789473685,0.0526315789473684,0.2368421052631578,0.0526315789473684,0.1052631578947368,1
ACP_positive_194,0.4545454545454545,0.1363636363636363,0.4090909090909091,0.0,0.0,1
ACP_positive_195,0.5833333333333334,0.0833333333333333,0.25,0.0,0.0833333333333333,1
ACP_positive_196,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,1
ACP_positive_197,0.4666666666666667,0.0666666666666666,0.4,0.0,0.0666666666666666,1
ACP_positive_198,0.5,0.0,0.2333333333333333,0.1,0.1666666666666666,1
ACP_positive_199,0.5,0.0625,0.0625,0.1875,0.1875,1
ACP_positive_200,0.4848484848484848,0.0909090909090909,0.0606060606060606,0.0303030303030303,0.3333333333333333,1
ACP_positive_201,0.3548387096774194,0.064516129032258,0.064516129032258,0.032258064516129,0.4838709677419355,1
ACP_positive_202,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,1
ACP_positive_203,0.4615384615384615,0.0512820512820512,0.1538461538461538,0.1538461538461538,0.1794871794871795,1
ACP_positive_204,0.6153846153846154,0.0769230769230769,0.3076923076923077,0.0,0.0,1
ACP_positive_205,0.1666666666666666,0.1111111111111111,0.3333333333333333,0.0555555555555555,0.3333333333333333,1
ACP_positive_206,0.7222222222222222,0.0,0.2777777777777778,0.0,0.0,1
ACP_positive_207,0.44,0.04,0.2,0.04,0.28,1
ACP_positive_208,0.4210526315789473,0.1578947368421052,0.3684210526315789,0.0,0.0526315789473684,1
ACP_positive_209,0.7037037037037037,0.037037037037037,0.1481481481481481,0.0,0.1111111111111111,1
ACP_positive_210,0.6,0.1333333333333333,0.2666666666666666,0.0,0.0,1
ACP_positive_211,0.7391304347826086,0.0,0.1739130434782608,0.0,0.0869565217391304,1
ACP_positive_212,0.2608695652173913,0.1739130434782608,0.5217391304347826,0.0,0.0434782608695652,1
ACP_positive_213,0.2727272727272727,0.1363636363636363,0.2727272727272727,0.1136363636363636,0.2045454545454545,1
ACP_positive_214,0.5,0.0625,0.3125,0.0625,0.0625,1
ACP_positive_215,0.1818181818181818,0.3636363636363636,0.4545454545454545,0.0,0.0,1
ACP_positive_216,0.3548387096774194,0.064516129032258,0.0967741935483871,0.032258064516129,0.4516129032258064,1
ACP_positive_217,0.2,0.05,0.25,0.15,0.35,1
ACP_positive_218,0.5333333333333333,0.0666666666666666,0.3333333333333333,0.0,0.0666666666666666,1
ACP_positive_219,0.5555555555555556,0.1111111111111111,0.2777777777777778,0.0,0.0555555555555555,1
ACP_positive_220,0.5384615384615384,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.1538461538461538,1
ACP_positive_221,0.5,0.1666666666666666,0.3333333333333333,0.0,0.0,1
ACP_positive_222,0.2962962962962963,0.1851851851851851,0.2222222222222222,0.074074074074074,0.2222222222222222,1
ACP_positive_223,0.65,0.1,0.1,0.0,0.15,1
ACP_positive_224,0.4545454545454545,0.1363636363636363,0.4090909090909091,0.0,0.0,1
ACP_positive_225,0.3076923076923077,0.1153846153846153,0.3076923076923077,0.0,0.2692307692307692,1
ACP_positive_226,0.3421052631578947,0.0789473684210526,0.2105263157894736,0.0,0.3684210526315789,1
ACP_positive_227,0.5526315789473685,0.0526315789473684,0.2368421052631578,0.0526315789473684,0.1052631578947368,1
ACP_positive_228,0.3684210526315789,0.2105263157894736,0.4210526315789473,0.0,0.0,1
ACP_positive_229,0.3548387096774194,0.064516129032258,0.064516129032258,0.032258064516129,0.4838709677419355,1
ACP_positive_230,0.3333333333333333,0.25,0.1666666666666666,0.1666666666666666,0.0833333333333333,1
ACP_positive_231,0.3,0.15,0.175,0.1,0.275,1
ACP_positive_232,0.7333333333333333,0.0,0.2666666666666666,0.0,0.0,1
ACP_positive_233,0.5384615384615384,0.0384615384615384,0.3846153846153846,0.0384615384615384,0.0,1
ACP_positive_234,0.3125,0.1875,0.4375,0.0,0.0625,1
ACP_positive_235,0.2,0.1,0.1,0.1,0.5,1
ACP_positive_236,0.5384615384615384,0.2307692307692307,0.0769230769230769,0.0,0.1538461538461538,1
ACP_positive_237,0.3666666666666666,0.0666666666666666,0.1,0.0333333333333333,0.4333333333333333,1
ACP_positive_238,0.5789473684210527,0.0526315789473684,0.1052631578947368,0.0,0.2631578947368421,1
ACP_positive_239,0.2962962962962963,0.2222222222222222,0.2222222222222222,0.074074074074074,0.1851851851851851,1
ACP_positive_240,0.4,0.2,0.4,0.0,0.0,1
ACP_positive_241,0.5454545454545454,0.0909090909090909,0.3636363636363636,0.0,0.0,1
ACP_positive_242,0.64,0.0,0.16,0.04,0.16,1
ACP_positive_243,0.3125,0.125,0.3125,0.0,0.25,1
ACP_positive_244,0.5833333333333334,0.0833333333333333,0.3333333333333333,0.0,0.0,1
ACP_positive_245,0.6923076923076923,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,1
ACP_positive_246,0.4583333333333333,0.0833333333333333,0.2083333333333333,0.0416666666666666,0.2083333333333333,1
ACP_positive_247,0.4193548387096774,0.032258064516129,0.2258064516129032,0.064516129032258,0.2580645161290322,1
ACP_positive_248,0.65,0.1,0.1,0.0,0.15,1
ACP_positive_249,0.4666666666666667,0.0666666666666666,0.4,0.0,0.0666666666666666,1
ACP_positive_250,0.2941176470588235,0.2352941176470588,0.4117647058823529,0.0,0.0588235294117647,1
ACP_positive_251,0.5652173913043478,0.0434782608695652,0.391304347826087,0.0,0.0,1
ACP_positive_252,0.6086956521739131,0.0,0.391304347826087,0.0,0.0,1
ACP_positive_253,0.6153846153846154,0.1538461538461538,0.1538461538461538,0.0,0.0769230769230769,1
ACP_positive_254,0.6538461538461539,0.0384615384615384,0.0769230769230769,0.0,0.2307692307692307,1
ACP_positive_255,0.24,0.1,0.2,0.12,0.34,1
ACP_positive_256,0.2333333333333333,0.1,0.0333333333333333,0.0666666666666666,0.5666666666666667,1
ACP_positive_257,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,1
ACP_positive_258,0.6,0.0,0.0,0.0,0.4,1
ACP_positive_259,0.2857142857142857,0.2142857142857142,0.4285714285714285,0.0,0.0714285714285714,1
ACP_positive_260,0.3333333333333333,0.25,0.25,0.0833333333333333,0.0833333333333333,1
ACP_positive_261,0.3636363636363636,0.4545454545454545,0.1818181818181818,0.0,0.0,1
ACP_positive_262,0.5238095238095238,0.0952380952380952,0.1428571428571428,0.1428571428571428,0.0952380952380952,1
ACP_positive_263,0.4666666666666667,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.2,1
ACP_positive_264,0.3333333333333333,0.1666666666666666,0.1333333333333333,0.0666666666666666,0.3,1
ACP_positive_265,0.3125,0.1875,0.4375,0.0,0.0625,1
ACP_positive_266,0.5714285714285714,0.0357142857142857,0.1428571428571428,0.0357142857142857,0.2142857142857142,1
ACP_positive_267,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.0,0.0,1
ACP_positive_268,0.4333333333333333,0.0333333333333333,0.3666666666666666,0.1,0.0666666666666666,1
ACP_positive_269,0.2666666666666666,0.2,0.2,0.0,0.3333333333333333,1
ACP_positive_270,0.2777777777777778,0.0555555555555555,0.2777777777777778,0.0,0.3888888888888889,1
ACP_positive_271,0.4444444444444444,0.0,0.3888888888888889,0.1111111111111111,0.0555555555555555,1
ACP_positive_272,0.6153846153846154,0.1538461538461538,0.0769230769230769,0.0,0.1538461538461538,1
ACP_positive_273,0.25,0.15625,0.15625,0.09375,0.34375,1
ACP_positive_274,0.4,0.1,0.5,0.0,0.0,1
ACP_positive_275,0.6363636363636364,0.0909090909090909,0.2727272727272727,0.0,0.0,1
ACP_positive_276,0.3333333333333333,0.25,0.25,0.0,0.1666666666666666,1
ACP_positive_277,0.25,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.3333333333333333,1
ACP_positive_278,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,0.0,1
ACP_positive_279,0.4666666666666667,0.0,0.4,0.1333333333333333,0.0,1
ACP_positive_280,0.3333333333333333,0.2333333333333333,0.1333333333333333,0.0333333333333333,0.2666666666666666,1
ACP_positive_281,0.3076923076923077,0.1538461538461538,0.3846153846153846,0.0769230769230769,0.0769230769230769,1
ACP_positive_282,0.6,0.1,0.3,0.0,0.0,1
ACP_positive_283,0.6666666666666666,0.0952380952380952,0.1428571428571428,0.0476190476190476,0.0476190476190476,1
ACP_positive_284,0.6875,0.0625,0.125,0.0625,0.0625,1
ACP_positive_285,0.35,0.0,0.0,0.0,0.65,1
ACP_positive_286,0.5,0.0416666666666666,0.125,0.0833333333333333,0.25,1
ACP_positive_287,0.1923076923076923,0.1538461538461538,0.3461538461538461,0.1153846153846153,0.1923076923076923,1
ACP_positive_288,0.5384615384615384,0.0769230769230769,0.3846153846153846,0.0,0.0,1
ACP_positive_289,0.3888888888888889,0.0555555555555555,0.1666666666666666,0.0277777777777777,0.3611111111111111,1
ACP_positive_290,0.4333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3666666666666666,1
ACP_positive_291,0.5833333333333334,0.0833333333333333,0.3333333333333333,0.0,0.0,1
ACP_positive_292,0.3076923076923077,0.1153846153846153,0.3076923076923077,0.0,0.2692307692307692,1
ACP_positive_293,0.4761904761904761,0.0476190476190476,0.2619047619047619,0.0238095238095238,0.1904761904761904,1
ACP_positive_294,0.4375,0.125,0.25,0.0,0.1875,1
ACP_positive_295,0.6,0.0,0.12,0.04,0.24,1
ACP_positive_296,0.4615384615384615,0.1538461538461538,0.2307692307692307,0.0384615384615384,0.1153846153846153,1
ACP_positive_297,0.2941176470588235,0.1764705882352941,0.4705882352941176,0.0,0.0588235294117647,1
ACP_positive_298,0.275,0.1,0.0,0.025,0.6,1
ACP_positive_299,0.5,0.0833333333333333,0.3333333333333333,0.0,0.0833333333333333,1
ACP_positive_300,0.25,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0833333333333333,1
ACP_positive_301,0.2790697674418604,0.0697674418604651,0.1627906976744186,0.0465116279069767,0.4418604651162791,1
