name,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,target
ACP_positive_11,0.1,0.05,0.25,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1
ACP_positive_12,0.1428571428571428,0.0476190476190476,0.238095238095238,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,1
ACP_positive_13,0.2222222222222222,0.0,0.1111111111111111,0.074074074074074,0.1111111111111111,0.037037037037037,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.074074074074074,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.1111111111111111,0.037037037037037,0.037037037037037,0.0,0.0,1
ACP_positive_14,0.25,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,1
ACP_positive_15,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_16,0.1818181818181818,0.0,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,1
ACP_positive_17,0.2666666666666666,0.0666666666666666,0.2,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.2666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_18,0.25,0.0833333333333333,0.125,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0,0.2083333333333333,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,1
ACP_positive_19,0.125,0.0625,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0625,0.25,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,1
ACP_positive_20,0.125,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0416666666666666,0.1666666666666666,0.0,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,1
ACP_positive_21,0.2,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,1
ACP_positive_22,0.1153846153846153,0.0,0.0769230769230769,0.0384615384615384,0.0769230769230769,0.0,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0,0.1153846153846153,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0384615384615384,0.0,0.0,0.1538461538461538,0.0,0.0384615384615384,0.0,0.0384615384615384,1
ACP_positive_23,0.2142857142857142,0.0,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,1
ACP_positive_24,0.1818181818181818,0.0,0.2727272727272727,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,1
ACP_positive_25,0.1875,0.0625,0.125,0.0,0.125,0.0625,0.0,0.0625,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1
ACP_positive_26,0.3076923076923077,0.0384615384615384,0.1153846153846153,0.0,0.1153846153846153,0.0384615384615384,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0769230769230769,0.0,0.0769230769230769,1
ACP_positive_27,0.0416666666666666,0.0416666666666666,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0416666666666666,0.0416666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0416666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.125,1
ACP_positive_28,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,1
ACP_positive_29,0.0,0.0,0.0,0.0,0.1666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1111111111111111,0.0555555555555555,0.2222222222222222,1
ACP_positive_30,0.1818181818181818,0.0,0.2727272727272727,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,1
ACP_positive_31,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0,0.2307692307692307,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,1
ACP_positive_32,0.3684210526315789,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.2105263157894736,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_33,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_34,0.391304347826087,0.0,0.0434782608695652,0.0,0.1739130434782608,0.0434782608695652,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.0,0.0434782608695652,0.0,0.0434782608695652,1
ACP_positive_35,0.1071428571428571,0.0,0.0,0.0357142857142857,0.1428571428571428,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0357142857142857,0.2142857142857142,0.0357142857142857,0.0357142857142857,0.0,0.3214285714285714,1
ACP_positive_36,0.1304347826086956,0.0869565217391304,0.0217391304347826,0.0217391304347826,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0217391304347826,0.0652173913043478,0.0,0.0434782608695652,0.0434782608695652,0.0217391304347826,0.0,0.0217391304347826,0.0434782608695652,0.0,0.0217391304347826,0.0,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0652173913043478,0.0,0.0869565217391304,1
ACP_positive_37,0.0888888888888888,0.0222222222222222,0.0222222222222222,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0444444444444444,0.0444444444444444,0.0,0.0,0.0222222222222222,0.0666666666666666,0.0,0.0222222222222222,0.0222222222222222,0.0,0.0,0.1333333333333333,0.0,0.0888888888888888,0.0222222222222222,0.2666666666666666,1
ACP_positive_38,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.1578947368421052,0.0,0.0,0.0,0.0,0.0,0.1578947368421052,0.0,0.0526315789473684,0.0,0.1578947368421052,1
ACP_positive_39,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.1333333333333333,0.2,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,1
ACP_positive_40,0.1333333333333333,0.0,0.0,0.0333333333333333,0.1666666666666666,0.0333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0333333333333333,0.1,0.1,0.0666666666666666,0.0333333333333333,0.1333333333333333,1
ACP_positive_41,0.25,0.0,0.25,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_42,0.2083333333333333,0.0,0.0416666666666666,0.0,0.2083333333333333,0.0,0.0,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.1666666666666666,0.0416666666666666,0.0,0.0416666666666666,0.0833333333333333,1
ACP_positive_43,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,1
ACP_positive_44,0.2272727272727272,0.0,0.2272727272727272,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.1363636363636363,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,1
ACP_positive_45,0.1333333333333333,0.0333333333333333,0.0,0.0333333333333333,0.1666666666666666,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0333333333333333,0.1666666666666666,0.0333333333333333,0.0666666666666666,0.0,0.1666666666666666,1
ACP_positive_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.0,0.2857142857142857,1
ACP_positive_47,0.0357142857142857,0.0,0.1071428571428571,0.0,0.1428571428571428,0.0357142857142857,0.0357142857142857,0.0,0.0357142857142857,0.0714285714285714,0.1071428571428571,0.0357142857142857,0.0,0.0,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.1071428571428571,0.0,0.0714285714285714,1
ACP_positive_48,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_49,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.0,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0,0.0952380952380952,0.1428571428571428,0.0,0.0952380952380952,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0,0.0,1
ACP_positive_50,0.5333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,1
ACP_positive_51,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.2222222222222222,1
ACP_positive_52,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1
ACP_positive_53,0.2105263157894736,0.0263157894736842,0.0789473684210526,0.0263157894736842,0.1578947368421052,0.0263157894736842,0.0,0.0,0.0,0.0,0.0789473684210526,0.0,0.0526315789473684,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0,0.0263157894736842,0.0,0.0,0.131578947368421,0.0,0.0526315789473684,0.0,0.0526315789473684,1
ACP_positive_54,0.4666666666666667,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,1
ACP_positive_55,0.1538461538461538,0.0769230769230769,0.0,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,1
ACP_positive_56,0.0689655172413793,0.0,0.0,0.0344827586206896,0.1724137931034483,0.0344827586206896,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0689655172413793,0.1379310344827586,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.2758620689655172,1
ACP_positive_57,0.1428571428571428,0.0,0.2857142857142857,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_58,0.3125,0.0,0.0625,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,1
ACP_positive_59,0.3636363636363636,0.0,0.2272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_60,0.1333333333333333,0.0333333333333333,0.0,0.0333333333333333,0.1666666666666666,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0333333333333333,0.1333333333333333,0.0333333333333333,0.0666666666666666,0.0,0.2,1
ACP_positive_61,0.4166666666666667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_62,0.3333333333333333,0.0,0.25,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_63,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1
ACP_positive_64,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,0.0,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.1666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0555555555555555,0.0,0.0,0.0555555555555555,1
ACP_positive_65,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.2,1
ACP_positive_66,0.1538461538461538,0.0,0.2307692307692307,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,1
ACP_positive_67,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,1
ACP_positive_68,0.1666666666666666,0.0333333333333333,0.0666666666666666,0.0333333333333333,0.1333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0333333333333333,0.2,0.0,0.0666666666666666,0.0,0.0666666666666666,1
ACP_positive_69,0.1428571428571428,0.0,0.238095238095238,0.0,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.238095238095238,0.0476190476190476,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_70,0.2105263157894736,0.0,0.2105263157894736,0.0,0.0,0.1052631578947368,0.0,0.0526315789473684,0.0,0.0,0.1052631578947368,0.2105263157894736,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_71,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,1
ACP_positive_72,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,1
ACP_positive_73,0.12,0.0,0.16,0.0,0.04,0.04,0.0,0.08,0.0,0.0,0.04,0.04,0.04,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.04,1
ACP_positive_74,0.2142857142857142,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0714285714285714,0.0,0.0,0.2142857142857142,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,1
ACP_positive_75,0.0689655172413793,0.0,0.0,0.0344827586206896,0.1724137931034483,0.0344827586206896,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0689655172413793,0.1379310344827586,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.2758620689655172,1
ACP_positive_76,0.2631578947368421,0.0,0.0,0.0,0.2105263157894736,0.1052631578947368,0.0,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684,1
ACP_positive_77,0.09375,0.03125,0.03125,0.03125,0.1875,0.03125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0625,0.0,0.0,0.03125,0.0,0.03125,0.21875,0.0,0.0625,0.0,0.125,1
ACP_positive_78,0.21875,0.03125,0.0625,0.0,0.09375,0.0625,0.0,0.03125,0.0,0.0625,0.0,0.03125,0.0,0.03125,0.03125,0.03125,0.0,0.0,0.0,0.03125,0.0625,0.09375,0.03125,0.03125,0.0625,1
ACP_positive_79,0.1071428571428571,0.0,0.0,0.0357142857142857,0.1785714285714285,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0357142857142857,0.1785714285714285,0.0714285714285714,0.0357142857142857,0.0,0.25,1
ACP_positive_80,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,1
ACP_positive_81,0.25,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.25,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_82,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.3,1
ACP_positive_83,0.2,0.05,0.15,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.25,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_84,0.027027027027027,0.081081081081081,0.1081081081081081,0.0,0.054054054054054,0.027027027027027,0.0,0.027027027027027,0.0,0.081081081081081,0.054054054054054,0.0,0.0,0.027027027027027,0.1081081081081081,0.0,0.0,0.0,0.027027027027027,0.027027027027027,0.1351351351351351,0.054054054054054,0.081081081081081,0.0,0.081081081081081,1
ACP_positive_85,0.3888888888888889,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_86,0.2941176470588235,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_87,0.0,0.1,0.2,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_88,0.1818181818181818,0.0,0.2727272727272727,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_89,0.2666666666666666,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
