name,AC_ANDN920101.lag1,AC_ANDN920101.lag2,AC_ANDN920101.lag3,AC_ARGP820101.lag1,AC_ARGP820101.lag2,AC_ARGP820101.lag3,AC_ARGP820102.lag1,AC_ARGP820102.lag2,AC_ARGP820102.lag3,AC_ARGP820103.lag1,AC_ARGP820103.lag2,AC_ARGP820103.lag3,AC_BEGF750101.lag1,AC_BEGF750101.lag2,AC_BEGF750101.lag3,AC_BEGF750102.lag1,AC_BEGF750102.lag2,AC_BEGF750102.lag3,AC_BEGF750103.lag1,AC_BEGF750103.lag2,AC_BEGF750103.lag3,AC_BHAR880101.lag1,AC_BHAR880101.lag2,AC_BHAR880101.lag3,target
ACP_positive_11,0.279120871432328,0.0304205407334092,-0.1497419753343873,-0.1223177069511715,0.0345609929666898,-0.0984371897510797,-0.173243002221143,-0.6636900958491442,0.3831407132901365,-0.2668209959055045,-0.7426946648194948,0.5376462813829355,-0.1576006655090035,0.1203182832862459,-0.0965749183553374,-0.1962527364187559,-0.5536806633973166,0.4209414304473883,-0.101543241176097,0.0841937060310049,0.068373144084179,0.0628402872407965,-0.2027688333991239,0.2346585914833748,1
ACP_positive_12,0.1910486064644097,-0.1260054467199546,-0.1540607440007897,-0.1215353957601247,-0.1368102669318432,-0.0972348796440979,-0.022995670893776,-0.6792951755809952,0.2621686624767331,-0.0710633052899473,-0.7662987895708803,0.3835727544790145,-0.0766412404734955,0.116963150319308,-0.0442941943531429,-0.0692984546493651,-0.7947750526870948,0.5346623213718764,-0.163909204789376,-0.1378242044787685,0.1637825204390553,0.1807580725645546,-0.1621868093948487,0.1111489465645892,1
ACP_positive_13,0.0065807235140076,-0.1029355014877821,-0.1159513730358402,-0.1541809061114359,-0.2672498276979724,0.0664738383804785,-0.3800832428828831,-0.2273565262149403,0.3181327505946953,-0.2606749633282257,-0.3603819158780324,0.3120323115968278,0.1109297198971942,-0.4971912568603305,0.2379195400299274,-0.0870595817208482,-0.410091230900576,0.1945332917183231,0.0552089027585109,-0.539531853594654,0.2152860772786336,-0.1445792888781958,-0.2289545683604888,0.1398030541215042,1
ACP_positive_14,-0.0066200677442535,-0.2197995271820531,0.0941130834186629,0.0440319788709197,-0.3335703913055408,-0.0283180928040692,0.308069503792883,-1.2121578060578675,-0.4618991456346338,0.289105702668565,-1.059462527061711,-0.3769792563961801,-0.0768850684952386,-0.164651487084312,-0.1678958217382133,-0.0135258128553492,-0.3880089736126855,0.1436966897279779,0.0436007995067614,-0.2760852420944801,0.0289661361933259,-0.1478127204674427,-0.1051870269370735,0.0058708674818838,1
ACP_positive_15,-0.0090556251856695,0.0113076054919203,-0.1523699840036258,-0.0695651884022459,-0.0073957359096217,-0.0523530799189567,-0.4756423413724189,-1.0541995099241392,0.420458909590771,-0.4132785380972192,-1.1182988000973029,0.455051061827137,0.141466116881031,-0.1735054813314387,-0.2208251580581947,-0.5419181926523381,-0.7377444428366013,0.5036830872507223,-0.0711368654370867,-0.3185791448767655,0.0874913211017484,-0.2470979811970878,-0.4045107812652854,0.2584766100869615,1
ACP_positive_16,-0.3044125614300526,0.4781488827891426,0.0816861420736319,-0.411823045725699,0.0488056929831047,0.1787604695860958,0.303033895667156,0.1154226533277474,-0.1376525620901635,0.0579002614235349,0.231225052405755,-0.1148041857159789,-0.0838763115002966,0.211008789703889,-0.2932618480891983,-0.4767713128559171,0.1725963950659357,0.3261192840621143,-0.6477255722600078,0.5038261686197413,-0.1967694718356493,-0.062145924174089,-0.0775141689026992,-0.0146084773727998,1
ACP_positive_17,0.0257019995592153,-0.6459578406706801,-0.0340890438827263,-0.0405346976433184,-0.1580744023795976,0.071383133170077,-0.1206464079696386,-0.6421133430680124,0.4806728329584114,-0.1540958330419836,-0.7019884040245152,0.5264553308100063,-0.1578930475398611,-0.0934213281076883,0.0792714801949493,-0.2840420962199311,-1.1457300021908736,0.7776043953703277,-0.0899394727472561,-0.502882618704845,0.3745592632417506,-0.0903688475758076,-0.1555820153708795,-0.0302474521001114,1
ACP_positive_18,-0.1629956255468066,-0.1531996379642723,0.06190311845995,0.2093115789541362,-0.1753599457921174,0.0787358327758787,0.0428933126201303,-0.4262326618975329,0.054963121769998,-0.0187447612841604,-0.510176783352955,0.2086018121524006,-0.1232105942249735,-0.2072998955588513,0.1360763544388703,0.2487586265655619,-0.3195222836737037,-0.2568917254680226,0.0687880617347017,-0.3682835849525199,-0.0013354555164799,0.0207510113120141,-0.0601393780856629,-0.3170710617219145,1
ACP_positive_19,-0.0392213711340438,-0.0337512421475856,0.1347656366642063,-0.0510762296507867,-0.1192725921085491,0.1127484307068418,-0.2070121688948037,-1.27732184048202,0.4628204295238474,-0.124502358255766,-1.1442037541877337,0.3090850903722417,-0.0116464869978809,-0.2888027373489458,0.0952186203871447,-0.1324442591715253,-0.4600658079188251,0.0777650695118095,-0.0062308805170208,-0.2273005929419992,-0.037119565345896,-0.0680754003714446,-0.2866396923259012,0.0370360087783521,1
ACP_positive_20,-0.0334167084076324,-0.1273833893896353,0.1229654093377123,-0.0927378358134585,-0.208455854749039,0.1364667560347572,-0.2140620533041335,-0.174753110205169,0.2861962487722376,-0.2196538814972846,-0.2872814060493062,0.2430737099677037,-0.0993757307285625,-0.2556532675376375,0.0739161376625917,0.0722146488313311,-0.2776281621479453,0.0928919423423982,-0.0101927274416012,-0.2934202912011695,0.0537978493897316,-0.0348010610620407,-0.2751065654078101,0.1745366797084395,1
ACP_positive_21,-0.2429090723636827,-0.4379601015795268,0.0647731474421159,-0.4278872119331666,-0.033927886980795,0.1948602694384962,-0.0673547990602204,0.011069841326025,-0.2455038532112218,-0.0663173224251507,-0.0759962191977263,-0.2480999336552587,-0.0273291664361711,-0.927068726060305,-0.1247000045386926,-0.4196941648822646,-0.1911068518611099,0.0619024952523522,-0.0167876098688424,-1.0568825170514755,-0.2062061767197225,0.0850218415490301,-0.3018606112236626,-0.2312479880256181,1
ACP_positive_22,0.1092009409332761,-0.089205875621844,-0.0995404192576639,-0.0806535023576611,-0.1432339948416168,-0.050690363008622,0.4387989738038474,-0.2327292729769763,-0.3606208321935691,0.2946308665750158,-0.3112196628977517,-0.398546920985698,0.081479705856112,-0.1147552437780355,-0.1426521895073201,-0.0205209315209662,-0.2546753709237655,-0.0516251351493809,0.0609865843847793,-0.1625125489271993,-0.046422430573114,0.0960599302282076,-0.118842225961781,-0.1239653912596423,1
ACP_positive_23,-0.4624251485103801,-0.3503798470679511,0.5575898432543255,-0.4516182130270142,-0.370761972187747,0.4651874426045764,-0.0064749736440074,-0.2456964941308673,0.055651899519389,-0.0540788050975371,-0.2303950697054114,0.0457074392616428,-0.006463128470926,-0.0443339416243652,-0.314648419607825,-0.4368007292093515,-0.0178382483912005,0.4874707714445297,-0.3932133698074348,-0.1817524364313014,0.0835281247903734,0.0360867798139947,-0.1327609989069214,-0.1121259912624817,1
ACP_positive_24,-0.214791419636043,-0.3249584259982774,0.0850068677802045,-0.0821380813954904,-0.6506089138776645,0.0897334923528132,-0.0959858068845792,-0.7649199416122614,-0.1913409726255283,-0.118809070262521,-0.8925203048022201,0.0568703624081889,-0.1668139592427962,-0.2345163178578028,0.0276376486882209,-0.0720036911674467,-0.5287824354131757,0.3305370954152584,-0.03692506029036,0.1044682064221839,-0.0272890791223118,-0.2286099484544745,-0.2640092285619522,0.1034968621915203,1
ACP_positive_25,-0.4053918396891796,-0.1708822557670527,0.0872489264207144,-0.146692033046416,-0.4736824255039459,0.101636934671097,-0.4042598175358236,-0.4845303210843238,0.1965284165933578,-0.3485454846681599,-0.472152661646506,0.3073719058762266,-0.2386526504428264,0.0268383155806758,-0.1193451700409034,-0.0807231913509254,-0.8466811891022966,0.3583554817814439,-0.1786205834868088,-0.4142302223174954,0.1645062646146201,-0.1146475271719552,-0.1741079840566249,0.1758622320643712,1
ACP_positive_26,-0.0252248516974547,-0.380017248260202,0.0869248222054741,0.1037820824544698,-0.0139879399776737,0.103204758985092,-0.0366178465462393,-0.2522169581639929,0.3905066435732685,-0.0032290244625917,-0.3204873685181667,0.3069611468876623,0.227075382951204,-0.5369873609608993,0.2845378646042364,-0.1097820277590488,-0.5101083146832738,0.1234415965923481,0.0792165156164599,-0.5715877954767101,0.1243246799486061,0.1154560304079522,-0.3196595521410183,0.0671723056826492,1
ACP_positive_27,-0.316263856330936,-0.0095883507425833,-0.2888589543933655,0.2576340241679606,0.1155853536406036,0.0480765715618345,0.0116927469626928,0.176139600234243,-0.1602233240277569,-0.0062797641629435,0.2132461282937906,-0.2427491114453573,-0.2292054797072894,-0.2662759105487991,0.3063981777783988,-0.0463891965578938,0.1400900163362981,-0.2270126329323738,-0.0812255607671945,0.2347187229308302,-0.0618166619522678,-0.1003984589725396,-0.2378839359894812,-0.3688712378859428,1
ACP_positive_28,-0.8185884483848701,-0.2333845476793769,0.5892713882782353,-0.1193390991748983,-0.0242156983065436,0.0680697924802635,0.0006742579117423,-0.0605728789439797,-0.0064593907944915,-0.0043066058267131,-0.0490950463295605,-0.0123978308844595,-0.1890436944500556,-0.0383441869081339,0.1670143790099545,-0.331160800845755,-0.0425063693098376,0.2670132837388261,-0.4041615497556111,-0.2563886891698587,0.3831988166230063,-0.8091555545887704,-0.1969549188001993,1.0226615557188956,1
ACP_positive_29,-0.5174968291820448,-0.1120563284412583,0.2448033399728523,-0.1111194372200978,0.1797237187091394,0.1295703292311796,-0.0823838159068389,0.1968546127924664,-0.1385072602597735,-0.0034858707580991,0.177084498193311,-0.0031442227062759,-0.1154638923934871,-0.1507642178638868,0.005941650385172,0.0766301022410392,0.173301476778367,0.1895131750646734,0.1252992447175749,-0.1402945716455338,-0.0234235914134499,-0.1628769887274315,0.0877391958906925,-0.1839786298773569,1
ACP_positive_30,0.0719057700484639,-0.3893953459379922,-0.2278277556272381,-0.0867647845302608,-0.6554320047062909,0.1373268225357607,-0.0102188383737585,-0.7907005674554584,-0.2519992121670887,-0.123081541958995,-0.8917956498718638,0.0599956563407918,-0.1668139592427962,-0.2345163178578028,0.0276376486882209,-0.172735706730765,-0.6060842729071407,0.332164191114519,0.0676140966625339,0.0817995118603487,0.0088365660975144,-0.2285018230863849,-0.2845557516331872,-0.006124240156699,1
ACP_positive_31,-0.3217563998611408,0.1041254794077674,-0.3197580375814779,-0.1464025609116036,-0.1510167211226815,0.2349649215543349,-0.2256187640510797,-0.3279306101826777,0.0231779597252815,-0.3111109314297208,-0.3940148778168608,0.1795730917220665,-0.1168339393270371,0.2069734141473138,-0.2900233356966574,-0.2593854799638708,-0.5598972144025031,0.7125615471931762,-0.0950824192227752,-0.2645046315558685,0.0872458177193102,0.088413781278439,0.0613662374249692,0.0314445277823083,1
ACP_positive_32,0.2050755608140387,0.0804431888761995,0.2218831873676322,-0.2348155070048713,0.1506256945047197,0.0874520733831911,-0.2366472269830351,-0.4752310232358268,-0.0098159061724901,-0.2782620316731136,-0.339503459085656,-0.0522246662051162,-0.0755159933483322,0.1638757299522242,-0.2201889461643995,-0.2353718335627771,-0.3063188113562994,0.2716102671792071,-0.2258772948253232,0.170345774186391,-0.1925567050300359,0.0436558695909723,0.123146565141271,-0.0432252004873296,1
ACP_positive_33,-0.0099748981758961,-0.1610533416147412,0.1141431748512356,-0.1902193605451362,0.0259288012781565,0.1416347609725048,-0.7180076179585319,-0.8161667269003733,1.2643144954662895,-0.4041892830204079,-0.7643125857621982,0.8848371441876104,-0.0798519544764008,-0.3726424542232036,0.3353782088008833,0.0431993908153702,-0.1514308383743715,-0.0713954801056489,0.0208774240202745,-0.296299091317203,0.1431813959968421,0.0752312589785981,-0.1554688328317552,-0.0320597122654204,1
ACP_positive_34,-0.0457888713407448,-0.3010300253643403,0.0801295353348006,0.0066834468278264,0.0017931823271727,0.0895581775093979,-0.0365154734340688,-0.2188434519763003,-0.1704666143549552,0.0246501691287343,-0.1645649936107439,-0.0838246265876671,-0.2430546906132649,-0.1749655129289287,0.2912378228542061,0.0716304764568384,-0.6845642083698017,0.0176899112290395,-0.0480951002404802,-0.5117706490671824,-0.0041654641933865,0.0158569713923754,-0.1796526160531201,-0.1471437863148979,1
ACP_positive_35,-0.0538875284297887,0.0053193376243011,-0.1866956586180821,0.0846871610441745,0.0793751591627898,-0.1999480082852073,-0.0729242401757928,-0.1753124138208446,-0.2145089226843035,-0.0284448064345012,-0.07047391904836,-0.0829699755915685,-0.4843133790713016,0.2000149388071727,0.2189194320713756,-0.3430226987000452,0.139583552577634,-0.0308401328575241,-0.220683651138375,-0.0014066882865943,0.1029740261681524,-0.1908663915434384,-0.0127505595968825,-0.3855090744998571,1
ACP_positive_36,-0.0906247205880778,-0.1407519942108796,0.1664300617162836,0.1618295686736726,-0.2739545382836851,-0.1668297139176794,-0.0145697026233583,0.115904279118442,0.049017005986261,0.0022446103032591,0.0973050686548416,0.0299233186055882,0.2463729625556462,-0.0029016712546652,-0.0359650997905474,0.1280483628973197,-0.1097454708544724,-0.1384744132434351,0.2733066361221715,0.0999098399466983,-0.0566977556560664,0.118784989082694,-0.1149148223813465,-0.1569543680890565,1
ACP_positive_37,0.1352327243312249,0.1075858317029267,0.091563378470247,0.1566884608771002,-0.1375956792745065,-0.1166289384589625,-0.046988562271162,0.0165318098160144,0.0889110445790713,-0.0405355235148536,0.0113346686108757,0.0712651357728161,0.0084211588580974,0.0996252921306273,-0.1893184918003714,-0.071796309357055,-0.045034157348099,0.0063792332098287,0.0311312493078696,0.1033721210925154,0.0579804327484574,-0.0558965675200291,-0.0222290310311156,0.1043617880535069,1
ACP_positive_38,0.0726210549514978,-0.2581768881943194,-0.3196730179719906,0.1064314265715595,-0.0366888801020982,0.0082982526704058,-0.3015458107859121,-0.4264177845862844,0.1355792256219274,-0.1685692161965751,-0.3894119959381304,0.0541325875013992,-0.1792767524798497,-0.3869119430353902,-0.1860697619554522,0.0118630691066936,-0.2416811034430528,0.255283693097244,-0.2415206647324669,-0.0598764428757926,-0.1566962200289023,-0.2045855485294553,-0.0369270336342802,-0.0370443473871161,1
ACP_positive_39,-0.1230260697374659,0.1443918389018166,-0.3935712298660849,0.0058016928502312,-0.0828743230229377,0.0700196144906872,-0.1837434633504863,-0.3561473183462496,0.4428910502038956,-0.2123279626422715,-0.580496901057424,0.6054974118560774,0.0312961436164018,0.1077627079394802,-0.1196867546031196,-0.2375145551106188,-0.7623556153312478,0.5929022945189768,-0.1770562431306986,-0.2351509062502073,0.3648609334867055,0.1898937102917309,-0.1497306857464427,-0.1088115186054433,1
ACP_positive_40,0.0562120519026121,-0.1436234922216947,-0.0723752974809805,-0.2199093946760819,0.0010818210351459,-0.0595090938946674,-0.0831075006672837,0.0639826652887235,-0.0808594253597966,0.0447566263320899,0.0274817761089018,0.0995933676635158,0.0259078115237478,-0.2569535625247322,0.0476041456600441,-0.0185485030914122,0.0636371092834241,0.1738865170184271,-0.1035872647390877,-0.0175126551612973,0.1221616893008764,0.0276254969475671,-0.0108992256603593,-0.2347720789591833,1
ACP_positive_41,-0.0329896881142714,-0.0054198679135683,-0.1811755101595631,-0.0604764531668654,-0.1539505211228074,-0.0289460852022843,0.04835127423255,-1.7839882155124491,-0.4602409499347623,0.0053062841778011,-1.4779376470583463,-0.2033149894593393,-0.0970193371942068,-0.1491371629596898,-0.0052919638469567,-0.0588548259949024,-0.6477769941110721,-0.0030047092263226,-0.1363303570291771,-0.1250666783712663,0.0040504776348507,-0.0568205481459754,-0.2640555297319639,-0.0028734513078311,1
ACP_positive_42,0.172048219163444,0.0807934959009644,-0.0818803798033226,-0.0003096790785442,-0.2814984004733127,-0.1903508708128433,0.3844415346469675,-0.3537496784082916,-0.2709048933471095,0.2370339359189319,-0.4029717037059748,-0.2146343133909469,-0.095534904952884,-0.8027201603010626,0.0530524625526092,-0.0312158132401806,-0.168527769854529,-0.0053729077431897,-0.02045016176721,-0.6930413379665993,0.0244921325829699,-0.1193322078409304,-0.5031159863536704,-0.0700352884129889,1
ACP_positive_43,-0.3297759558364974,-0.1453647201539991,0.0626620710308134,-0.2441544904973599,-0.2878872603490794,0.1453416183803733,-0.0952397279719621,0.2694449228286395,-0.0763184949886758,-0.2810283133293932,0.2349868419675392,-0.1373998655273793,-0.4376605694147589,0.0759329159091384,0.0322164836570512,-0.0633732331158616,-0.3537430972694865,0.0833958054057542,-0.2677899734832029,-0.2335794588472946,0.3871737256452668,-0.4326953691117534,-0.0091130217249357,0.0333180461428721,1
ACP_positive_44,-0.072299719450097,-0.0903344563278527,0.2677243376007021,0.0746239294410784,-0.3902540296439584,-0.2410195816095222,0.0808976820897996,-0.8555446635357513,-0.2484260322144268,0.1189592734960025,-0.8309792542167278,-0.1849805228397117,-0.0001505715020608,-0.4361335633829398,-0.0366897843232295,0.144452360941569,-0.3927551210447801,-0.1317694853800359,0.0677874243896835,-0.6283838010399702,-0.1220902686227329,-0.0195016700889598,-0.479953319840613,-0.057785263227808,1
ACP_positive_45,-0.2307516328075424,-0.0240343991572281,-0.0251414069742222,0.2373365195390145,-0.0221704157780257,-0.106440205354683,0.2034203798379629,-0.0429712413213198,-0.0031621563443738,0.256739275951659,-0.0419024222596735,0.0196838469651159,0.0135990260460159,-0.4349972038703783,-0.0330545856847169,0.17534118899262,-0.1318485294089727,-0.1663902975675993,0.0033930609680252,-0.3726258393062965,0.1102982412639351,-0.1312321061131123,-0.0386639008625325,-0.2443127615912284,1
ACP_positive_46,-0.0472591212357995,-0.0167047344272805,-0.0392047845164391,-0.3586425051354506,-0.1840596901691884,-0.5017754674947682,-0.0140272736362074,-0.0233777860336913,0.0389708430651225,-0.0031591297594765,-0.0323312948771545,0.0086423933920396,-0.681399185909324,0.5143921502867017,-0.4843944327217338,-0.0928934292043476,0.0744396282411745,-0.1268824018062537,-0.012942136985756,0.0273199856034923,-0.0485519319184507,-0.1442637899034242,-0.4180964701948407,-0.1941703775292995,1
ACP_positive_47,-0.1032373381371005,0.2491988653000913,0.1281494450774532,0.0633944082960277,0.0829242672765888,0.1132304579963957,-0.0476017839287907,0.2264039114127685,0.0085988266280746,-0.1371819738369963,0.2069436546168833,-0.0079249508485488,-0.2338821375704521,0.1629806101851196,-0.1047304707024699,-0.3973055479746871,0.0172472495888075,0.1178972629816059,-0.2158679401550766,0.1027432607906965,-0.1285929948034343,-0.5167590989351928,0.2060513034513087,0.1704329839441935,1
ACP_positive_48,-0.1052359149699686,0.0495721686714378,-0.0020813908260834,-0.1403533113443942,0.0505668555968354,0.0550317531961419,-0.9468629487543035,-0.7411922190503246,0.9308540041491492,-0.5658837928191405,-0.7607861202972425,0.686735818693233,-0.0087817351918798,-0.2047069746464161,0.1093501573702191,-0.0031017260524567,-0.1377058399528133,0.2097933919504399,0.089326664857668,-0.1161648358551209,0.1874213440604139,0.0133362811959661,-0.1378376575504568,0.090593980587177,1
ACP_positive_49,-0.200948321621301,0.1068261836647745,-0.1143073383105619,-0.2610881479127254,-0.1009230620125227,-0.0209775079165957,-0.3725029512329827,-0.1049150883050511,0.3911558140502472,-0.3284615170175525,-0.1091276870871229,0.1878631258706594,-0.1630477095465007,-0.0383938178616844,-0.0869151750549218,0.0621032582893673,-0.0564823962083599,-0.1207355065415678,-0.2542515352135259,-0.0196647045300064,-0.2337038770741176,-0.1635976137512012,-0.0585124993150188,0.2189254680719249,1
ACP_positive_50,0.1384314079060725,-0.4937681930979999,-0.0244030528186323,-0.0409860386468771,-0.5259283420382264,0.3134707559368331,0.0105987724909964,-0.2105045240779427,0.1225962964776352,0.0198661762569074,-0.1968898648130235,0.1238397820135734,-0.2151777271605111,-0.1087483805025483,0.0105074422789379,-0.0697402800261281,-0.8566088316556921,0.4935288469730831,0.1092793377219462,-0.5652570328101054,0.082864901680426,0.1358555077127833,-0.1826598071687662,-0.1559000388975963,1
ACP_positive_51,-0.4802202583571984,0.0034352821478323,0.3742972740786075,-0.1060395193227157,0.1954781773204658,0.0412549528215504,-0.1238611783870671,0.2253687238883708,-0.0413067253181148,-0.0287053851076896,0.2243844056521672,0.0956866423147415,-0.1954013762024757,-0.101753568209942,0.2421250959170452,0.0700604216558805,0.0260752576472717,-0.0538728886583305,0.117802537672677,-0.1318426857107455,-0.0140092903850599,-0.1524730519936689,0.1187545297209958,-0.3203874398816193,1
ACP_positive_52,0.1270166221317737,-0.0022512368950567,0.3336305487673386,-0.1658560062872283,-0.9651684875007426,0.3455201757566106,0.0178392418700428,-1.066608264155874,-0.1211882444784819,0.0526194532145734,-1.0147666070080028,-0.051832709946913,-0.1187108765043889,-0.1208477073607736,-0.1598950338970956,-0.0278834663522141,-0.6932876143328296,0.4508021716586348,-0.0059676304366922,-0.5149495075512031,0.0544464983840682,0.1279491603615301,-0.8037086477719576,0.1107038830067005,1
ACP_positive_53,0.0104790839261756,-0.0676975508791528,0.0652374024360776,-0.1233597118227399,0.0523223300721236,0.2263516587628984,-0.1356803696557268,-0.0891177861473585,0.1763126071493052,-0.1339525128828451,-0.1312775297227464,0.222583528636801,-0.0922795141475651,-0.1043593794479805,0.1527409143343048,-0.1839217642540744,-0.1594696569824534,0.2681493390526624,-0.2200185579157051,0.0755396477168783,0.1625847250094827,0.0243841939783634,-0.181690601630544,0.1701280301497354,1
ACP_positive_54,0.137344055752573,-0.6266019586292171,-0.1628220347603348,-0.0851055861485889,-0.1564128723115521,0.3699685010864382,-0.1051131913278746,-0.5343843872353731,0.8016267305218302,-0.076566860172469,-0.5273242773340405,0.6673882006741306,-0.2470943350195404,-0.5484963689819077,0.355219487973144,-0.0592865599528556,-0.7695658152180528,0.3436455984853944,-0.2983846741048623,-0.7494220353643246,0.7540451384547511,-0.2089169786238001,-0.6501837663449811,0.4493941303124466,1
ACP_positive_55,0.0009530307746846,-0.1507213452189799,-0.2119654246153698,0.08865096963389,-0.2790213229692066,0.2350655487764783,-0.0024318270633161,-0.8825483356691096,-0.1987232587435789,0.0727046335515249,-0.804125720456104,-0.2205790489302489,-0.1917889288204723,-0.6159960385825631,0.176269948761749,-0.2033061997582014,-0.5843489308477927,0.0892018374886959,-0.0724491290466438,-0.574217519636843,0.1629375527246569,-0.0759492875639234,-0.0761571021450101,-0.2572943457012059,1
