name,type5_T1.G.1_T1.G.1_gap2,type5_T1.G.1_T1.G.2_gap2,type5_T1.G.1_T1.G.3_gap2,type5_T1.G.2_T1.G.1_gap2,type5_T1.G.2_T1.G.2_gap2,type5_T1.G.2_T1.G.3_gap2,type5_T1.G.3_T1.G.1_gap2,type5_T1.G.3_T1.G.2_gap2,type5_T1.G.3_T1.G.3_gap2,target
ACP_positive_167,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_168,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_169,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_170,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_171,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_172,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_173,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1
ACP_positive_174,3.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1
ACP_positive_175,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_176,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_177,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_178,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_179,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_180,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_181,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
ACP_positive_182,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_183,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_184,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_185,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_186,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
ACP_positive_187,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_188,5.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1
ACP_positive_189,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_190,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_191,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_192,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_193,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_194,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1
ACP_positive_195,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_196,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_197,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_198,4.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1
ACP_positive_199,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_200,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_201,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_202,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_203,7.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_204,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_205,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1
ACP_positive_206,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_207,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
ACP_positive_208,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_209,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_210,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_211,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_212,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1
ACP_positive_213,7.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1
ACP_positive_214,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_215,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_216,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_217,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_218,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_219,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_220,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_221,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_222,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_223,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_224,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1
ACP_positive_225,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1
ACP_positive_226,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_227,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_228,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_229,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_230,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_231,7.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1
ACP_positive_232,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_233,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1
ACP_positive_234,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
ACP_positive_235,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_236,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_237,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_238,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_239,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_240,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_241,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_242,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_243,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_244,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_245,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_246,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_247,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_248,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_249,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_250,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_251,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1
ACP_positive_252,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1
ACP_positive_253,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_254,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_255,9.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1
ACP_positive_256,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_257,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_258,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_259,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
ACP_positive_260,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_261,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_262,7.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1
ACP_positive_263,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_264,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
ACP_positive_265,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_266,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_267,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_268,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1
ACP_positive_269,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_270,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1
ACP_positive_271,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
ACP_positive_272,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_273,6.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1
ACP_positive_274,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1
ACP_positive_275,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1
ACP_positive_276,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_277,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_278,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1
ACP_positive_279,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
ACP_positive_280,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
ACP_positive_281,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1
ACP_positive_282,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
ACP_positive_283,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_284,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
ACP_positive_285,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACP_positive_286,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
ACP_positive_287,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1
ACP_positive_288,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
ACP_positive_289,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1
