name,NMBroto_ANDN920101.lag1,NMBroto_ANDN920101.lag2,NMBroto_ANDN920101.lag3,NMBroto_ARGP820101.lag1,NMBroto_ARGP820101.lag2,NMBroto_ARGP820101.lag3,NMBroto_ARGP820102.lag1,NMBroto_ARGP820102.lag2,NMBroto_ARGP820102.lag3,NMBroto_ARGP820103.lag1,NMBroto_ARGP820103.lag2,NMBroto_ARGP820103.lag3,NMBroto_BEGF750101.lag1,NMBroto_BEGF750101.lag2,NMBroto_BEGF750101.lag3,NMBroto_BEGF750102.lag1,NMBroto_BEGF750102.lag2,NMBroto_BEGF750102.lag3,NMBroto_BEGF750103.lag1,NMBroto_BEGF750103.lag2,NMBroto_BEGF750103.lag3,NMBroto_BHAR880101.lag1,NMBroto_BHAR880101.lag2,NMBroto_BHAR880101.lag3,target
ACP_positive_11,0.3302879124842203,0.0805380946505826,-0.1113648961818716,-0.1033339441224407,0.0533036161591449,-0.073645092952458,-0.174371187071509,-0.6653508937537032,0.3841511032957127,-0.2605774824111556,-0.7356648305566169,0.5400051674281431,0.030239935160213,0.3290170550115876,0.1140689605915079,-0.1913180540172104,-0.5460823396994658,0.4359622466464079,0.0545674081642129,0.2455178954212261,0.2590752178826295,0.0825860634679844,-0.1769450478978148,0.261467313145153,1
ACP_positive_12,0.3617343633572498,0.0504698363086276,-0.0377355904035517,-0.0485871253922483,-0.0617179890250841,-0.0199118940942445,-0.0221975978951851,-0.6792649509949351,0.2624876113980531,-0.0700945970904418,-0.7651991567471386,0.384545526939467,0.0789795718737461,0.2892357569066951,0.1463830269207207,-0.0711303691622341,-0.7959870495015762,0.5357865140827701,0.1065739628875279,0.1449867645009983,0.4602189540167232,0.1793683610803329,-0.1645283330478824,0.1066767840793046,1
ACP_positive_13,0.1943719079220256,0.0529326817119069,0.0560878363486994,-0.1525633318652964,-0.2665812551048492,0.0649919472278211,-0.3568638356624698,-0.2147509374259613,0.3207989686550982,-0.2353710621709711,-0.3438216942030772,0.3168152178279245,0.1956336655544326,-0.4147220284362024,0.3147664230516623,-0.0875483987011634,-0.4106409054862662,0.1954843656811791,0.1025540471042723,-0.4872092566329321,0.2691311011006361,-0.1446269065179784,-0.2293082550538937,0.1401066771060165,1
ACP_positive_14,0.3612096197898903,0.2032618060147032,0.5758049327803464,0.1346339926641014,-0.2775527989191663,0.0542245710813861,0.4039533089881277,-1.176263277364206,-0.2910987167523423,0.3590236833844372,-1.0441359315822054,-0.2574420635593663,0.2044269923561719,0.111029242693138,0.1753608809267619,0.0623810740961627,-0.3267987018519525,0.2629291982619062,0.2723107168841621,-0.0192431912117976,0.3740305577485719,-0.1434788725502191,-0.1092873141880997,0.027072985735607,1
ACP_positive_15,-0.0008014265392399,0.0266617436179248,-0.1380123286115967,0.0636651204058211,0.0836207027197566,0.0557779042218386,-0.4753734040315229,-1.053728723309982,0.417308110693371,-0.4133121776246392,-1.1186666505140257,0.4599868979413102,0.4020206537080256,0.1373114246187569,0.1570082400562692,-0.4255346340632184,-0.5820908238902609,0.5746499673397519,0.1096921004969116,-0.1341197232155297,0.3513367079985756,-0.2109740096890218,-0.3850162707053905,0.3251857470251928,1
ACP_positive_16,-0.071408926070225,0.6642824227124267,0.3218729338222017,-0.3965216583187285,0.0594863585074886,0.1946006242907614,0.3629743649593802,0.1699453581388324,-0.1093802161341227,0.1382520558920786,0.2927417471163815,-0.07542048169489,0.1582870812059897,0.4003856849401212,-0.1023198545452286,-0.4730339950583625,0.1680156769191445,0.3256747417947042,-0.3230897185292768,0.7222402823573117,0.085285117932682,-0.0371812865757224,-0.0373828631548038,0.0415698172298209,1
ACP_positive_17,0.7101640920839053,0.0653305741362436,0.8384231624599436,0.1500966011193514,0.0333063759494211,0.2450898861484159,-0.1244428382122635,-0.6547067440432205,0.4670026476552214,-0.1543280682100514,-0.711040946306709,0.5161991776899856,0.1849843723070762,0.2247792592533445,0.4351607504302409,-0.263554003010423,-1.1156294502123931,0.8088425164338935,0.4530101085156116,0.0736676596055222,0.9898795766069252,-0.0901413390097298,-0.1554263064624935,-0.0303920590676481,1
ACP_positive_18,0.0985921607127334,0.0886403885873355,0.3413257416382964,0.2280895481125009,-0.1613980165986483,0.0891117928179968,0.0635822963246651,-0.4016131063542769,0.0799441861559894,0.0269445175918197,-0.461424014776007,0.2564654277552564,-0.0185063558828597,-0.1000684730509634,0.2530504807722847,0.4881713101019559,-0.0885197684024144,-0.0350639392132114,0.1962259477700892,-0.2472928306199384,0.1251862891207152,0.0217488153784671,-0.0503378604793663,-0.3069241137859476,1
ACP_positive_19,0.0333593796958577,0.0271616811257359,0.2165139662885637,0.0371922346201695,-0.0228865893214776,0.1956403434930983,-0.1444054798289003,-1.2413663521927767,0.549600723729178,-0.0894890569046907,-1.1319419958670494,0.3570811157989191,0.2250213104903511,-0.0703968176334408,0.3643105682065453,-0.0035784271960461,-0.3077447388600146,0.2315753599727363,0.0317303673431476,-0.1883620489481261,0.0234125694117334,-0.0701230701475373,-0.2877549688858442,0.0367724932452979,1
ACP_positive_20,-0.0146928198860644,-0.1010015218393092,0.1485826589511146,-0.0733798818926747,-0.1821603736519836,0.1583489756715977,-0.1819296182621406,-0.1503869536839927,0.3180565288025817,-0.1657696814791342,-0.2472122764431319,0.2876248571597439,0.0265018655412865,-0.1459703275344901,0.1706986156756284,0.0968163358041518,-0.2646258024604467,0.1083442415980541,0.1141039334974225,-0.1999438677540439,0.1387806453519544,-0.0153190322396481,-0.2414322156775345,0.2081513119993952,1
ACP_positive_21,-0.2436136322654321,-0.4569355675324308,0.0431768548015463,-0.4289803358054218,-0.0339630890498371,0.1954460850025557,-0.0555831252123912,0.0187827277298605,-0.2351723942628742,-0.0659709979335246,-0.0747757929630076,-0.2477226370546253,0.0185296460362488,-0.883052376449618,-0.0611680943530692,-0.3803356905512484,-0.1819317826815484,0.0983428474056399,0.1279895973621882,-0.9271144548161224,-0.0663168160497841,0.1035086002299917,-0.2868381275503687,-0.2110886998116024,1
ACP_positive_22,0.1092174840446762,-0.0892107952154833,-0.0994603727969117,-0.0283245411848665,-0.0954138739138402,-0.0076445078807868,0.450945973476976,-0.2262583001148935,-0.3607832719309127,0.3052926923082645,-0.3042794933936761,-0.3975637956693778,0.092655754692339,-0.1005883092746048,-0.1233062235947885,0.0462639516060325,-0.1861463747124472,-0.0038269290846606,0.0635018165320491,-0.161816746389263,-0.04805027941609,0.1734611055798454,-0.0609931247094514,-0.0707857241891151,1
ACP_positive_23,-0.2946816762408528,-0.1291452631838526,0.6935010986222127,-0.4412106299348202,-0.3437513677843118,0.4660803091235821,-0.0065580250947236,-0.2459306979046554,0.0556878599413486,-0.0364035890317618,-0.2073887737413778,0.0546524954165109,0.1918103835489005,0.1558079013816079,-0.1279118514274534,-0.4138804026339174,0.0232270072944859,0.4921473403197862,-0.0038213771553299,0.2432616842127823,0.4007182773727146,0.0607875126268366,-0.1011987999766618,-0.0854584138712859,1
ACP_positive_24,-0.0107919369204475,-0.1366231892769152,0.2809111329277209,0.0765307061803383,-0.493286784773992,0.1452831543292625,0.3131528348990012,-0.3700974707237215,0.2591182144931289,0.1791974544983877,-0.601289278280883,0.3597675549981476,0.240035519601205,0.1450231271223154,0.4064768363897781,-0.0767735289333652,-0.5408537104881996,0.3390228432402752,0.0117874045334222,0.1480518274276691,0.0151085930122756,-0.1875323912709837,-0.2207586063467987,0.1382935197192246,1
ACP_positive_25,0.0014024964436667,0.2041166609898929,0.5438967075680392,0.1609131940091233,-0.1465128763987874,0.4160727546267276,-0.2458003845967128,-0.2826848770243469,0.4203647465599361,-0.1992426643100814,-0.2812543857430559,0.517195229955157,-0.0136561814396108,0.2472995067145513,0.1226585909723374,-0.0393094487518107,-0.8031581040015907,0.4042892440268257,0.2334556262480842,-0.0137463428226445,0.586302751258865,-0.1145884306721147,-0.1740435353510639,0.1759975637633391,1
ACP_positive_26,0.3741506034587691,0.0721484241950645,0.544602726185942,0.1273332082081154,0.0108618877241033,0.1288282814644794,0.0835324641699345,-0.1342172405051,0.4945893050109048,0.1044290459205679,-0.2122108013133797,0.4032313534942375,0.312527343535854,-0.4420648118388508,0.3702703521005392,-0.1097187723242081,-0.5101473971202181,0.1233705376160859,0.2195235220359447,-0.4391770770445363,0.2621131906066656,0.1223657737383852,-0.3087922977172078,0.0764878622168939,1
ACP_positive_27,-0.2849238310859991,0.0289166890978989,-0.2625127271998694,0.2580535758487559,0.1162429509416146,0.048855822500594,0.1036646816513744,0.2893230145684268,-0.0423551657227873,-0.0028246044958608,0.2188827992755595,-0.2356969380486137,0.2537206020038846,0.2485000634909831,0.8116521060862248,-0.0371261821589842,0.147152631403477,-0.2195620686717216,-0.0386267589281568,0.2787349649375378,-0.0206997293794302,-0.036409271447563,-0.1623312692214,-0.3105219081767248,1
ACP_positive_28,-0.2948247881228611,0.3228565027567222,0.9870569613912734,0.3804605349869643,0.4613103092141774,0.7106595557955849,0.1879884998570573,0.1081906889640897,0.2112018512425224,0.238185459095244,0.1751413254629013,0.2747995637936858,-0.1480112538021175,-0.0021863102172209,0.2521345425580972,-0.3277668910283718,-0.0382008721448102,0.2563687484024878,-0.3572655923466307,-0.2300401497912295,0.5046208145636931,-0.753653262704607,-0.1352170131744888,1.118210344743217,1
ACP_positive_29,-0.5032179501735309,-0.0920167309575738,0.2577588106830161,-0.0575759816291781,0.2267239711654593,0.1503891369549912,-0.0802837397160684,0.2022970459888317,-0.1294639245046901,0.0064268854376552,0.1801549405808481,-0.0102639405259767,0.2455574032410575,0.2421241606297217,0.398745475887704,0.1116791154279441,0.2036095003733795,0.2040981511459489,0.1781400124872935,-0.0848110014451142,0.0272024334742023,-0.1487189368174661,0.0991937329359089,-0.1791475006728488,1
ACP_positive_30,0.1753575910575355,-0.3077277554046217,-0.1523044352280397,0.0419173751381947,-0.5302813166041414,0.1689860579349542,0.3266085709704263,-0.4723473345236232,0.1094269646826703,0.1785807173059296,-0.5966564458706943,0.3672459442879832,0.240035519601205,0.1450231271223154,0.4064768363897781,-0.1766906519398638,-0.6124222544091336,0.330502778487783,0.0967732402274731,0.1061626340965029,0.0310015118913089,-0.1470502534582204,-0.1965666364904214,0.0724019204053943,1
ACP_positive_31,-0.3119321623258638,0.1398155383248839,-0.2947155026856906,0.3670943921399603,0.3544987832438044,0.7766388070850371,-0.1565697408816472,-0.2204319925490006,0.1055206276335901,-0.2529720818116868,-0.3064451020269509,0.2506145393899628,0.0009427137471743,0.322449844654677,-0.2124963953194413,-0.2591148308111757,-0.5562466274743686,0.7132688390249948,-0.0512415648253665,-0.1881453273270484,0.1590455242059755,0.1763136547824954,0.0970135711547713,0.0704884103198307,1
ACP_positive_32,0.7956425595454613,0.7767492803857494,0.9738569948626162,-0.1002964780478842,0.257852658379223,0.1999838887826784,-0.2255175532756016,-0.458287708547972,0.0169760690795476,-0.2603105108041088,-0.3147768773625155,-0.0135369756263027,0.1662777211050713,0.4113056615257537,0.0464704320542656,-0.2373420985367909,-0.3120521049293308,0.2564339018388303,-0.088070452451195,0.3454542639978946,0.0041086048500112,0.0423907570546096,0.1265288618118254,-0.0437002649656667,1
ACP_positive_33,0.1206576277201975,-0.0189337019895431,0.1893169842319322,-0.1504098027518575,0.0983338316086578,0.1709097221552497,-0.4443228639702,-0.3976629321768461,1.3196090382924552,-0.0923576118150617,-0.3246464006284229,0.9953403882117178,0.8943079530550365,0.6330589753264119,1.1202889842232508,0.0634866539271415,-0.1467155150379141,-0.0385106926812641,0.6068028474567272,0.2863202216752579,0.6795151627734175,0.228420780364701,0.0246517498144562,0.093892980352817,1
ACP_positive_34,0.4122250649634584,0.1608590563931044,0.5777760604351909,0.0516429877566835,0.0422628070639952,0.1193367105837812,0.0939641135314299,-0.1035275212464797,-0.0179761012172859,0.147522225104994,-0.0511119595755821,0.0655989204368381,-0.1130400758732439,-0.0597849768347663,0.4425055946275608,0.09469866753596,-0.653736822945309,0.0713575708889669,0.3574614494638157,-0.092618940062399,0.4922721050524884,0.0303029255355927,-0.1653881614214125,-0.1184327343523353,1
ACP_positive_35,0.0108335694679367,0.0584707445920399,-0.1439870662086211,0.1773538687060593,0.1788329784684337,-0.0934499915800125,-0.0725630585263572,-0.1734636858673344,-0.2154615015329512,-0.0114621051609174,-0.0559051476631989,-0.0610297449081129,0.0020422137357337,0.6536526465118854,0.7681311156807588,-0.2528511788118155,0.2164601339859075,0.0441667048977267,-0.038369678433766,0.1585232657540279,0.3030804239646482,-0.1405537282809674,0.0231729551968843,-0.3475414201907313,1
ACP_positive_36,-0.0635696757619873,-0.1199535172607249,0.1926429043697779,0.1712273883985571,-0.2662532588813557,-0.1577624427823576,0.0108421844830622,0.1412681203067902,0.06763652741974,0.0159213105439532,0.1118503541903362,0.0393509436146669,0.2475826339705318,-0.0021815110340983,-0.0347364168649505,0.133094524561865,-0.1019567748714889,-0.1339160541256475,0.2730308787927124,0.09923786229921,-0.0569020910821867,0.1503665296856602,-0.0884102827595767,-0.135088421218868,1
ACP_positive_37,0.1463872359466511,0.1202959449638536,0.1090289552612947,0.2522839762156578,-0.0377599177977224,-0.0041628604487438,-0.0457254745427182,0.0175691997024438,0.0906601543178786,-0.020724428462776,0.0300718214805507,0.0904424364985347,0.2790734866446496,0.3514630239172934,0.0467894848532214,0.1134304620715123,0.1228670792443482,0.1820599138879043,0.1377833506194627,0.2018867446583047,0.1526764220196368,0.127171806143449,0.1495995716011134,0.2952785935100404,1
ACP_positive_38,0.0785134381303979,-0.2427543249205816,-0.2967576403645559,0.1293412766372151,-0.0010383414825458,0.044987170592263,-0.2771288025662114,-0.3610672094293021,0.2104674653899446,-0.1723841030407827,-0.3685835907542378,0.0883891880273776,-0.167783981130563,-0.3764837768554877,-0.1800495998066644,0.1151195275399886,-0.1682050116914218,0.3062512216269317,-0.2395637540421434,-0.0590411616278889,-0.1564930435091419,-0.2049004634607732,-0.0334426202768059,-0.0351547264204305,1
ACP_positive_39,-0.1202206594404709,0.1495662278856359,-0.3860641172055498,0.3928049043150644,0.259304775039024,0.3983351422087668,-0.1676474871756146,-0.3266378880546927,0.4749008011013848,-0.1908005893446838,-0.5458674425035062,0.6425108665337536,0.1662125086755823,0.2419873554430088,0.026945274230807,-0.2331089716281843,-0.7618641901678451,0.5947267353078038,-0.0953575132741993,-0.1136859703710585,0.4844657038034642,0.2818440948349682,-0.0670471902886088,-0.0341421319988033,1
ACP_positive_40,0.0700513580840558,-0.1411028872772847,-0.0700532662424836,-0.2150395566314017,0.0074734647605168,-0.0582913243607035,-0.0248558436584694,0.1263762068984117,-0.0050736944633022,0.0568838623004378,0.0393071507967813,0.1168993178272231,0.0877200337241421,-0.1918830763626307,0.1161656289239749,-0.000454403453466,0.0883501335299805,0.1855061527039035,-0.0883914611681295,-0.0032059853600809,0.1360469976315422,0.0276520434211706,-0.0105390467399952,-0.2340589467907739,1
ACP_positive_41,0.0637801954145032,0.0935392270969585,-0.0772775540462033,0.0235893182629158,-0.0210564430506373,0.1161045799539015,0.4234775705858133,-1.360046369329552,0.2090037704502424,0.4113773675573784,-1.0737568992401554,0.4499039661746696,0.8021454889301908,0.6324661350583297,0.9173851678987164,-0.064354889097157,-0.6548986499570121,0.0011928090653487,0.4480874316939887,0.3277506406657011,0.5834765244044021,0.1446660427523992,-0.099978646784451,0.2510429155146675,1
ACP_positive_42,0.4174764413990218,0.3034227011036149,0.1648844033288327,0.2117461174708187,-0.0988342034632162,0.0703672888240496,0.4170327887127427,-0.3141518879104266,-0.2448740461702396,0.2651532846642931,-0.3692324480420232,-0.1931116406575338,-0.0782980021706422,-0.7769431126864709,0.0674872422891596,0.0242537843287612,-0.1086715737300469,0.0683773923954553,-0.0209020263471571,-0.6911010198704113,0.0270916099179695,0.000806398995213,-0.398418725725586,0.0834212855970341,1
ACP_positive_43,-0.3036070872820293,-0.1007702801896477,0.130692632886537,-0.2152549401587409,-0.2806669466360278,0.1351804881812308,-0.070079220809577,0.3129910130001828,-0.012751565626871,-0.2605581417491993,0.2706814905401847,-0.0882320998454236,-0.3925229291560114,0.1133794308987502,0.0680957504786127,-0.0632188804634915,-0.3524363512435422,0.0848598449348213,-0.2410486230437003,-0.2172479450146287,0.3859657270236382,-0.4198234485739687,-0.0028215160338182,0.038857013530376,1
ACP_positive_44,0.3917791851313495,0.3504571470550891,0.6603754683336314,0.083551566235695,-0.3884650869731543,-0.2362326527856805,0.10900592807556,-0.8224980729066734,-0.2256646834493956,0.1776231516650076,-0.7652964622387036,-0.1318147938211049,0.1503472561870294,-0.2853915507316101,0.1129106636296308,0.1920732415748173,-0.3435290108204825,-0.078128993780353,0.1716266364945136,-0.5377526852472287,-0.0182510565179028,0.0307708733242733,-0.4349701907628063,-0.0158501749406667,1
ACP_positive_45,-0.133938410370461,0.0428383211772117,0.022726166862729,0.2371629810366056,-0.0227516171223585,-0.1066782211433145,0.2409033617600469,-0.0028367192860641,0.0460610623376482,0.2583704153332767,-0.0405626008747622,0.0222395296351012,0.1595235766222756,-0.2801366955320011,0.1585670167509436,0.1999091193093069,-0.0995319840292852,-0.1300709599678669,0.002678060031889,-0.3726789835008656,0.1137556308921191,-0.1102584962442806,-0.0254165967100859,-0.2317116222819533,1
ACP_positive_46,-0.0021896117947077,0.0543968263509058,-0.0031856704934773,-0.0551928325505587,0.2080829901662955,-0.2963863787599695,0.0967170960212618,0.1026499234942022,0.1809816116382309,0.0827093844504904,0.0601261507073971,0.122704598167993,0.1185661783054214,1.2353656321180528,0.3128100501669901,0.181306977933033,0.3752804521314369,0.1717645054102419,0.7332532790202417,0.8285886778433106,0.654344494496819,0.1019558051989365,-0.1912460342704276,0.1743351031293588,1
ACP_positive_47,-0.0977311042226593,0.2522230310693772,0.1280355956679811,0.0909295062114496,0.1131020692892021,0.1329534571281685,-0.0474315397045439,0.225062695996786,0.0075187018398319,-0.1370759852101319,0.20788825703883,-0.0071579904342688,-0.2256057269821751,0.1819131774135197,-0.0899103830728599,-0.3972967051692448,0.0172799535498692,0.1178652650067832,-0.2160537646535882,0.101298437712314,-0.1292077633971471,-0.5167187614690123,0.2061651519641293,0.1704391678884595,1
ACP_positive_48,0.2376430045480939,0.442888341247418,0.3942016789885979,-0.1145808218649642,0.0899306593629148,0.0831942984444166,-0.4838205071498308,-0.0977230460155551,1.5776947391700695,-0.0772287509354187,-0.1217025204519236,1.3573068276999931,1.316680873660235,1.1894452130195072,1.589364318553403,-0.0085200647524919,-0.1396154610775041,0.21070120132913,0.8569172897413269,0.6710526994741918,1.0874936144522358,0.177925668566954,0.047343402956184,0.3067945487020131,1
ACP_positive_49,-0.1345203986906221,0.1729478471679581,-0.0331379328889645,-0.2624900631960067,-0.1052588942145413,-0.0243339395542119,-0.3702854923585387,-0.1017927169357405,0.3929032864324259,-0.3266240364471586,-0.1077631929350049,0.1890388403558336,-0.0714415473711737,0.0456184234429368,-0.0112962147126594,0.0864908287588696,-0.0346766635426431,-0.101783384080035,-0.2197468779923616,0.0064087679375841,-0.2136793709532736,-0.1616071938305306,-0.0512695431968877,0.2340319155648905,1
ACP_positive_50,1.140957571143297,0.4516467884262519,1.0099284418572712,-0.0261398449881539,-0.5057568021470386,0.3350613472128358,0.065721267173349,-0.1883225464910462,0.1396390209858107,0.1064415810346459,-0.1401885565766433,0.174421070472451,0.0332257328246764,0.1452766570777779,0.3277752278045736,0.0362386754139327,-0.7347825557759957,0.6107837804182691,0.5836622857938975,-0.0154978073521705,0.7195967548914187,0.1375282392568489,-0.1836881372401668,-0.1569629020388729,1
ACP_positive_51,-0.4802882464119469,0.0042487392264119,0.3728636973813386,-0.0141735219707271,0.2697999202381283,0.0829845406062242,-0.1051833352212554,0.2541006779702965,-0.0004143314867656,-0.0287334461703918,0.2225031139778464,0.0899634610263345,0.0900412856785739,0.1982619517532141,0.5365998937969004,0.1023543778932722,0.0682407068646665,-0.0262630995995567,0.1823196437509353,-0.0703052223536514,0.0426148237588817,-0.1134657418055179,0.1466619507287637,-0.3026687626923734,1
ACP_positive_52,0.2217280091896901,0.0112837213877056,0.3469575845004102,-0.0416236703281866,-0.8851412544789986,0.5195031391345439,0.1444404288639923,-0.93737247331042,0.1029969415661123,0.1783670232787181,-0.8975201890137195,0.1633363534520848,-0.0614999790388618,-0.0929035749538536,-0.1023183018683361,0.0994433557695032,-0.6535044575429684,0.5256027945812385,0.0935153794950385,-0.506993494129518,0.08289602006223,0.1322846068524544,-0.7972862509759089,0.1573731986004742,1
ACP_positive_53,0.3449139468253467,0.2874007625465197,0.4192017346432182,-0.0668428311039531,0.1298799160812257,0.3042233387875728,-0.1202162110907051,-0.0634207720712313,0.2131338249123016,-0.1299838125706628,-0.1215760846160794,0.2378536097031274,0.0141697293218374,-0.0113480957655856,0.2408993725632678,-0.1762891082182752,-0.1527486419707601,0.2732053430272734,-0.0386114824980997,0.269057800660457,0.3571417514203006,0.0578590340081568,-0.1336585049731287,0.2237792893086381,1
ACP_positive_54,0.8306986435855789,0.1291584735114182,0.6542491789230949,-0.0824918909709296,-0.1522063493594292,0.3742725242083914,-0.0230020839064525,-0.5015692871283008,0.8302284966704107,0.0023908033664653,-0.4831123078234252,0.7045966802497621,-0.0654872532990501,-0.3664346301956173,0.586768899690743,-0.0159041208713188,-0.7103177984152682,0.396930155130717,-0.1003111503274045,-0.5356296979387121,1.005740741402284,-0.2007128118551865,-0.6423153685638089,0.4583078466394267,1
ACP_positive_55,0.1220094845748494,-0.0882237048613213,-0.112354536529569,0.2502175472539342,-0.1268608976028135,0.3600619322620267,0.750973109764624,-0.2089516278384009,0.6087131775495163,0.675077565781997,-0.2666157362568482,0.4185888647288402,-0.1056688591658756,-0.586343585658855,0.2105247779707333,-0.1003794705762845,-0.5260713981426262,0.1571409760895997,0.1645274337421273,-0.4084273750367653,0.331001464981867,-0.0419528234237932,-0.0610650991330447,-0.2561295962240399,1
