name,APAAC_Pc1.A,APAAC_Pc1.R,APAAC_Pc1.N,APAAC_Pc1.D,APAAC_Pc1.C,APAAC_Pc1.Q,APAAC_Pc1.E,APAAC_Pc1.G,APAAC_Pc1.H,APAAC_Pc1.I,APAAC_Pc1.L,APAAC_Pc1.K,APAAC_Pc1.M,APAAC_Pc1.F,APAAC_Pc1.P,APAAC_Pc1.S,APAAC_Pc1.T,APAAC_Pc1.W,APAAC_Pc1.Y,APAAC_Pc1.V,APAAC_Pc2.Hydrophobicity.1,APAAC_Pc2.Hydrophilicity.1,APAAC_Pc2.Hydrophobicity.2,APAAC_Pc2.Hydrophilicity.2,APAAC_Pc2.Hydrophobicity.3,APAAC_Pc2.Hydrophilicity.3,target
ACP_positive_16,1.0168373637163834,0.0,2.033674727432767,1.0168373637163834,0.0,0.0,1.0168373637163834,0.0,0.0,3.0505120911491503,2.033674727432767,1.0168373637163834,0.0,0.0,0.0,0.0,1.0168373637163834,0.0,0.0,0.0,-0.0164646489104974,-0.0144194829740007,0.0118745427153879,0.0097643848910877,0.0043107251688711,-0.011902884607232,1
ACP_positive_17,1.0518889206321047,0.0,0.0,0.0,0.0,0.0,0.0,1.0518889206321047,0.0,2.1037778412642094,2.1037778412642094,6.311333523792628,0.0,1.0518889206321047,0.0,0.0,0.0,0.0,0.0,3.155666761896314,-0.0124969297084901,-0.007518506583882,-0.0646611192389755,-0.0482277430697649,0.0409962305695705,0.0400191473994374,1
ACP_positive_18,0.940326851510886,2.820980554532658,0.0,0.0,0.0,0.0,0.0,2.820980554532658,3.761307406043544,3.761307406043544,1.880653703021772,1.880653703021772,0.940326851510886,2.820980554532658,0.0,0.0,0.940326851510886,0.0,0.0,0.940326851510886,0.0344812671746542,0.017143179514284,0.0047612418103357,-0.0007836074027908,0.009778201213945,-0.0057071338213141,1
ACP_positive_19,1.0183529384514554,1.0183529384514554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.091764692257277,7.128470569160188,0.0,1.0183529384514554,0.0,1.0183529384514554,0.0,0.0,1.0183529384514554,0.0,0.0042522082636983,0.0060317191096609,-0.0409005595866145,-0.0337015673985324,0.0166082016510977,0.0293570595092346,1
ACP_positive_20,4.036193280176928,5.04524160022116,0.0,2.018096640088464,0.0,1.009048320044232,0.0,0.0,0.0,1.009048320044232,3.027144960132696,0.0,0.0,2.018096640088464,0.0,3.027144960132696,1.009048320044232,0.0,1.009048320044232,2.018096640088464,-0.0029649789181665,0.0034111704306328,-0.0234138226588792,-0.0121334275043072,0.0100192188917459,0.0160335197147423,1
ACP_positive_21,3.052892335397323,0.0,1.0176307784657743,1.0176307784657743,0.0,0.0,0.0,1.0176307784657743,0.0,0.0,0.0,0.0,0.0,1.0176307784657743,1.0176307784657743,0.0,0.0,0.0,1.0176307784657743,2.035261556931549,4.2867014689419606e-06,-0.0047008645022666,0.0018349463787887,-0.0045636721658103,-0.0061031912164059,-0.0041022836615492,1
ACP_positive_22,1.9160317100205448,3.832063420041089,1.9160317100205448,1.9160317100205448,0.0,0.9580158550102724,0.9580158550102724,0.9580158550102724,0.9580158550102724,0.0,2.874047565030817,2.874047565030817,0.9580158550102724,0.9580158550102724,0.9580158550102724,1.9160317100205448,0.0,0.0,0.9580158550102724,0.9580158550102724,0.02554908656047,0.0249762778103072,-0.0090360618004086,-0.006104527550605,0.0086529509670743,-0.0020535809971102,1
ACP_positive_23,3.077225251181724,0.0,2.051483500787816,1.025741750393908,0.0,0.0,1.025741750393908,0.0,0.0,4.102967001575632,1.025741750393908,1.025741750393908,0.0,0.0,0.0,0.0,1.025741750393908,0.0,1.025741750393908,0.0,-0.0121354675200319,-0.013103069895491,-0.0050221785726339,-0.0012397827681976,0.0150060158625013,-0.0092472675000545,1
ACP_positive_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0641959631468718,1.0641959631468718,1.0641959631468718,4.256783852587487,3.1925878894406154,0.0,0.0,0.0,1.0641959631468718,0.0,1.0641959631468718,0.0,0.0,-0.0102066439247672,-0.0161611916310536,-0.0391812663285253,-0.0303862245549263,0.0191754087949735,0.0125639544974273,1
ACP_positive_25,0.0,0.0,0.9892348412298276,0.0,0.0,0.0,0.0,0.0,0.0,3.95693936491931,2.9677045236894823,4.946174206149138,0.0,1.978469682459655,0.0,0.9892348412298276,0.0,0.0,0.0,0.9892348412298276,0.0041019747752587,0.0044370396829448,-0.0198707471398819,-0.0173003081068226,0.0245262745746083,0.0148709249840653,1
ACP_positive_26,3.0269644611906408,1.0089881537302134,0.0,0.0,0.0,2.017976307460427,0.0,3.0269644611906408,1.0089881537302134,2.017976307460427,5.044940768651068,3.0269644611906408,0.0,1.0089881537302134,3.0269644611906408,1.0089881537302134,0.0,0.0,0.0,2.017976307460427,0.0094376982918146,-0.0012691267674917,-0.0060347813434453,-0.0100660986698011,-0.0005250885270543,-0.0005307567142355,1
ACP_positive_27,0.0,0.9691991077667969,0.0,0.9691991077667969,7.753592862134374,0.0,0.0,1.9383982155335933,1.9383982155335933,1.9383982155335933,0.0,1.9383982155335933,0.9691991077667969,1.9383982155335933,0.9691991077667969,0.9691991077667969,1.9383982155335933,0.0,0.0,0.0,0.0099392147444008,0.0035084047568946,0.0168472937761113,0.0106824456684905,-0.0026945729588175,-0.0074818937538767,1
ACP_positive_28,0.0,0.0,0.0,0.0,0.0,1.0084240253114365,0.0,5.042120126557182,4.033696101245746,0.0,0.0,0.0,0.0,0.0,0.0,1.0084240253114365,0.0,0.0,0.0,2.016848050622873,-0.0031151403346569,-0.0012801202385903,-0.0003050777931048,5.008402092715342e-05,-0.0040418945842174,0.0002681236182058,1
ACP_positive_29,0.0,0.0,0.9791267653482408,0.9791267653482408,2.937380296044722,0.9791267653482408,0.0,1.9582535306964812,0.0,0.0,0.0,1.9582535306964812,0.0,2.937380296044722,0.9791267653482408,1.9582535306964812,1.9582535306964812,0.0,0.0,0.9791267653482408,0.0056482816820792,-0.0011755385166844,0.0106099881388133,0.0063240929436521,0.0029677108812598,-0.003501300477361,1
ACP_positive_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0707187377791625,1.0707187377791625,1.0707187377791625,3.2121562133374875,3.2121562133374875,1.0707187377791625,0.0,0.0,1.0707187377791625,0.0,1.0707187377791625,0.0,0.0,-0.0116253779989923,-0.018105408453558,-0.0383795335549663,-0.029333380163473,0.0152411599695809,0.0114838024222463,1
ACP_positive_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0325474938425263,1.0325474938425263,3.0976424815275787,5.162737469212631,0.0,2.0650949876850526,1.0325474938425263,0.0,0.0,1.0325474938425263,0.0,0.0,-0.0240462487498268,-0.0299209393152548,-0.0324901362298406,-0.0199492477511247,0.0364614778140102,0.0373976003895105,1
ACP_positive_32,1.0343616111057548,0.0,0.0,0.0,0.0,0.0,0.0,3.1030848333172645,0.0,2.068723222211509,3.1030848333172645,7.240531277740284,0.0,1.0343616111057548,0.0,0.0,0.0,1.0343616111057548,0.0,2.068723222211509,-0.0068499440076153,-0.0185514142458745,-0.0201840264629781,-0.0174199325823555,0.0139176626535122,0.0147260435395565,1
ACP_positive_33,2.038604289037617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.038604289037617,3.057906433556425,0.0,1.0193021445188084,0.0,0.0,0.0,0.0,0.0,0.0,0.0014736735889215,0.0016191173181367,-0.0279218463260652,-0.0191789304426153,0.0111959322296736,0.0135099091131403,1
ACP_positive_34,3.843632492424671,0.0,0.0,0.0,1.9218162462123356,0.0,0.0,0.9609081231061676,0.0,1.9218162462123356,2.882724369318503,2.882724369318503,0.0,0.9609081231061676,1.9218162462123356,0.9609081231061676,0.9609081231061676,0.0,0.0,3.843632492424671,0.0190161175876731,0.0076513050804432,0.0040955982603309,-0.0063176616950001,0.013384596650713,0.001261921009672,1
ACP_positive_35,0.0,1.0132714256651365,2.026542851330273,0.0,6.079628553990819,0.0,1.0132714256651365,5.0663571283256825,0.0,0.0,1.0132714256651365,0.0,0.0,0.0,3.039814276995409,1.0132714256651365,5.0663571283256825,1.0132714256651365,0.0,3.039814276995409,0.0069040366945601,-0.0006670823194107,-0.000371898707973,0.000647759591106,-0.012989496454909,-0.0067947444685099,1
ACP_positive_36,3.029593012713145,1.0098643375710483,2.0197286751420966,3.029593012713145,0.0,1.0098643375710483,1.0098643375710483,4.039457350284193,0.0,3.029593012713145,2.0197286751420966,6.05918602542629,0.0,3.029593012713145,1.0098643375710483,5.049321687855242,1.0098643375710483,3.029593012713145,4.039457350284193,4.039457350284193,0.0059400901426808,-0.0009296184819071,-0.0028101121574065,-0.009558491477253,0.000835086428189,-0.0033412920253513,1
ACP_positive_37,2.001366891023715,4.00273378204743,3.0020503365355724,1.0006834455118574,6.004100673071145,0.0,1.0006834455118574,5.003417227559288,0.0,3.0020503365355724,2.001366891023715,3.0020503365355724,0.0,0.0,3.0020503365355724,7.004784118583002,4.00273378204743,0.0,2.001366891023715,0.0,-0.0005718773231719,0.0015740927367083,-0.0047528839930562,-0.0035928372217277,0.0037066561514977,0.0029534041378924,1
ACP_positive_38,1.01610455891986,0.0,2.03220911783972,0.0,2.03220911783972,0.0,0.0,1.01610455891986,0.0,0.0,4.06441823567944,4.06441823567944,0.0,1.01610455891986,2.03220911783972,0.0,1.01610455891986,0.0,1.01610455891986,1.01610455891986,4.7871467311334565e-06,-0.0060580648997196,-0.013702816411114,-0.0123455847442062,0.00424093163266,0.0117561883557886,1
ACP_positive_39,1.0727520238468615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0727520238468615,1.0727520238468615,2.1455040476937235,6.4365121430811705,0.0,3.218256071540585,1.0727520238468615,0.0,0.0,1.0727520238468615,0.0,0.0,-0.0114851508139843,-0.0050908075337742,-0.0583324920752415,-0.0545466512989137,0.0381629459222716,0.0185401319527805,1
ACP_positive_40,0.9907097053292534,0.0,1.9814194106585068,0.0,5.94425823197552,0.0,1.9814194106585068,1.9814194106585068,0.0,2.97212911598776,0.9907097053292534,1.9814194106585068,0.9907097053292534,1.9814194106585068,0.0,4.953548526646267,0.9907097053292534,0.0,0.9907097053292534,1.9814194106585068,0.0046676602076296,0.000901843054374,0.004349404243074,0.0020344615926458,0.0019549294000028,-0.0046180038269797,1
ACP_positive_41,3.344521794367745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.459362392490327,4.459362392490327,0.0,2.2296811962451635,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052235344711961,-0.0029837043694325,-0.0554887024038583,-0.0568918686304805,0.0049861811348574,0.0007610306175283,1
ACP_positive_42,3.112826716402459,2.075217810934973,0.0,0.0,0.0,2.075217810934973,2.075217810934973,4.150435621869946,0.0,0.0,4.150435621869946,0.0,0.0,0.0,1.0376089054674864,3.112826716402459,3.112826716402459,1.0376089054674864,0.0,0.0,-0.0101893350410842,-0.0080349967460305,-0.0029781220991665,-0.0049061188159161,-0.0080868323147074,-0.0034135004505812,1
ACP_positive_43,1.0652848820402807,2.130569764080561,0.0,1.0652848820402807,1.0652848820402807,0.0,0.0,1.0652848820402807,0.0,0.0,2.130569764080561,1.0652848820402807,0.0,0.0,0.0,0.0,1.0652848820402807,2.130569764080561,0.0,1.0652848820402807,-0.0316397324625271,-0.0414927469514398,0.0199686033466896,0.0019567728308912,-0.0003017804198414,-0.0137759983840531,1
ACP_positive_44,1.1366311621010172,4.546524648404069,0.0,0.0,0.0,0.0,0.0,2.2732623242020344,0.0,3.409893486303052,3.409893486303052,5.683155810505086,1.1366311621010172,1.1366311621010172,0.0,0.0,2.2732623242020344,0.0,0.0,1.1366311621010172,-0.0008963865173238,0.0095699431430439,-0.0890490666008502,-0.0483333517431561,-0.0042921271622984,-0.0036301732204325,1
ACP_positive_45,0.0,0.9998080304500508,1.9996160609001012,0.0,5.998848182700304,0.0,0.9998080304500508,2.999424091350152,0.0,2.999424091350152,1.9996160609001012,1.9996160609001012,0.0,0.9998080304500508,1.9996160609001012,2.999424091350152,0.9998080304500508,0.0,0.9998080304500508,2.999424091350152,0.0155658125813052,0.0025789445650345,0.0025031934476105,0.0034662042010166,-0.0117139562255056,-0.0122082290195122,1
ACP_positive_46,0.0,1.0853735543915608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.256120663174683,1.0853735543915608,1.0853735543915608,1.0853735543915608,1.0853735543915608,0.0,-0.0037017384527518,0.0010338468854187,-0.0191321801916559,-0.0329569265764391,-0.0101934152911991,-0.0204231407649336,1
ACP_positive_47,2.0213762075028314,0.0,0.0,1.0106881037514155,0.0,1.0106881037514155,0.0,3.032064311254247,3.032064311254247,0.0,2.0213762075028314,3.032064311254247,0.0,4.042752415005663,2.0213762075028314,3.032064311254247,3.032064311254247,0.0,1.0106881037514155,1.0106881037514155,-0.0119252480622197,-0.0069209527406246,0.0086865898015492,0.0010976383690221,-0.0029974127137983,0.0013712815946555,1
ACP_positive_48,3.005995336007561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.007993781343414,3.005995336007561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0019984453358537,-0.000799851323825,-0.0052560972327949,-0.0194628143880039,-0.0190304052351489,0.0243252937235851,0.0182254291203341,1
ACP_positive_49,3.115951763686564,4.154602351582085,0.0,0.0,0.0,0.0,0.0,1.0386505878955212,1.0386505878955212,2.0773011757910425,2.0773011757910425,2.0773011757910425,0.0,0.0,0.0,1.0386505878955212,3.115951763686564,1.0386505878955212,2.0773011757910425,0.0,-0.0179374669065476,-0.0062555442176464,-0.0101817443657923,-0.0091070242742399,-0.0004283135565484,0.0052595054252536,1
ACP_positive_50,1.9160201126082352,0.0,0.0,0.0,0.0,0.0,0.0,2.874030168912353,0.0,1.9160201126082352,1.9160201126082352,1.9160201126082352,0.0,0.9580100563041176,0.0,0.9580100563041176,0.0,0.0,0.0,2.874030168912353,0.0218040937864976,0.0076208359726657,-0.0034388678098532,-0.0126274827302,0.0204951776366269,0.0081361868401452,1
ACP_positive_51,0.0,0.9827864426658918,0.9827864426658918,0.9827864426658918,2.948359327997675,0.9827864426658918,0.0,1.9655728853317835,0.0,0.0,0.9827864426658918,0.9827864426658918,0.0,1.9655728853317835,0.9827864426658918,1.9655728853317835,1.9655728853317835,0.0,0.0,0.9827864426658918,0.0073015000018679,-0.0011636515112655,0.0105531483273051,0.0051582736517855,0.0010582675712436,-0.0056939807068284,1
ACP_positive_52,0.0,1.0851452902062322,0.0,0.0,0.0,1.0851452902062322,0.0,1.0851452902062322,0.0,1.0851452902062322,2.1702905804124644,1.0851452902062322,0.0,3.255435870618697,0.0,1.0851452902062322,0.0,1.0851452902062322,0.0,1.0851452902062322,-0.0121867479304397,0.0036982762693105,-0.0468184715650568,-0.0337395599362377,0.0037328760285799,0.0001683369276114,1
ACP_positive_53,6.042333071216347,2.0141110237387823,1.0070555118693911,1.0070555118693911,0.0,4.0282220474775645,1.0070555118693911,4.0282220474775645,1.0070555118693911,4.0282220474775645,2.0141110237387823,5.035277559346956,0.0,0.0,0.0,0.0,4.0282220474775645,1.0070555118693911,0.0,3.0211665356081734,-0.0013227426481972,0.005455499124346,-0.0227600153924547,-0.0115983847503297,0.014671371311377,0.0084987604858675,1
ACP_positive_54,1.0060783305470469,0.0,0.0,1.0060783305470469,0.0,0.0,0.0,3.01823499164114,0.0,1.0060783305470469,3.01823499164114,2.0121566610940933,0.0,1.0060783305470469,0.0,1.0060783305470469,0.0,0.0,0.0,3.01823499164114,0.0099904671990181,-0.0041253561551387,-0.0163853127014438,-0.0255666775521366,0.0141778656397482,0.0158306830229063,1
ACP_positive_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610479272730132,3.844191709092053,0.9610479272730132,0.0,2.8831437818190397,0.9610479272730132,1.9220958545460265,0.9610479272730132,0.0,0.0,0.9610479272730132,0.0188668680556901,0.0108240662647665,-0.0049339265619764,-0.0054418056981959,0.0161124329982901,0.0035244376684122,1
ACP_positive_56,0.0,1.0075879813314808,2.015175962662961,0.0,6.045527887988884,0.0,2.015175962662961,5.037939906657403,0.0,0.0,1.0075879813314808,0.0,0.0,1.0075879813314808,3.022763943994442,2.015175962662961,4.030351925325923,1.0075879813314808,0.0,2.015175962662961,0.0083995150252929,0.0001522107768763,0.0031133787852203,-0.005490725341467,-0.007749954264623,-0.0060124063127802,1
ACP_positive_57,3.0228245126417947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.030432683522393,7.0532571961641874,0.0,1.0076081708805982,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073437116406539,0.0044308589178619,-0.0495371850761378,-0.0338954935110299,0.0382047584897166,0.0405326019396448,1
ACP_positive_58,0.0,2.8530029337482854,0.0,0.0,0.0,0.0,0.9510009779160952,1.9020019558321903,0.0,0.9510009779160952,1.9020019558321903,0.9510009779160952,3.8040039116643807,0.0,0.9510009779160952,0.9510009779160952,0.9510009779160952,0.0,0.0,0.0,0.0366529644755941,0.0243602386796854,0.010085175234701,0.0129570853360635,-0.0272302592785427,-0.0078261823635964,1
ACP_positive_59,6.044282354201476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.051662746568389,9.066423531302211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007380392366913,0.0024352031979321,0.0069137722152641,-0.0385453285058828,-0.0251057600830268,0.0212971780666678,0.0256245427421329,1
ACP_positive_60,0.9868376066380428,0.0,0.9868376066380428,0.0,5.921025639828256,0.0,0.9868376066380428,1.9736752132760853,0.0,1.9736752132760853,2.960512819914128,2.960512819914128,0.0,0.0,1.9736752132760853,2.960512819914128,1.9736752132760853,0.0,1.9736752132760853,2.960512819914128,0.0083030625001154,0.0024123693495887,0.0082677460261491,0.0044117765133313,-0.0022783630817661,-0.0079541979454613,1
ACP_positive_61,3.284708859664328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.379611812885771,4.379611812885771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1898059064428854,-0.0052252442856751,-0.001187788310003,-0.0497300557158711,-0.0411613382281365,0.0030532799268409,-0.0006518066085978,1
ACP_positive_62,3.295621306616596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.492702177694327,4.394161742155462,0.0,1.0985404355388655,0.0,0.0,0.0,0.0,0.0,0.0,-0.004871437265269,-0.0014569108728987,-0.0506051735731327,-0.0472248498807494,0.0036661590406422,0.0019517770125423,1
ACP_positive_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.828971118545312,0.0,0.0,0.914485559272656,0.0,0.0,0.914485559272656,0.914485559272656,0.0,0.0,0.0,0.914485559272656,0.0,0.0188353766107339,0.009447019992898,0.0209921322053621,0.0093457358364159,0.0145164081251898,0.012377767956744,1
ACP_positive_64,2.9950965616799725,0.0,0.9983655205599908,0.0,0.0,0.0,0.0,1.9967310411199817,1.9967310411199817,0.0,0.0,3.9934620822399634,0.0,2.9950965616799725,0.0,1.9967310411199817,0.9983655205599908,0.0,0.0,0.9983655205599908,0.0056991014553393,0.0043997785673311,-0.0192311045196388,-0.0139311747461471,0.0163050404799376,0.0083928382031868,1
ACP_positive_65,0.0,1.0377007985878244,1.0377007985878244,0.0,1.0377007985878244,1.0377007985878244,1.0377007985878244,1.0377007985878244,0.0,0.0,0.0,0.0,0.0,1.0377007985878244,2.0754015971756488,0.0,0.0,0.0,1.0377007985878244,1.0377007985878244,-0.0016026077288973,-0.0061366470964617,0.0110064308509223,-0.0075294066151629,-0.0258866499884665,-0.0075519180097581,1
ACP_positive_66,1.0753500002332397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753500002332397,3.226050000699718,4.301400000932958,0.0,0.0,0.0,2.150700000466479,0.0,1.0753500002332397,0.0,2.150700000466479,-0.0098053609711807,-0.0076112604020303,-0.0185053393944746,-0.0139699074229276,-0.0078386819122683,-0.0176194501303576,1
ACP_positive_67,0.0,0.0,0.0,0.0,1.92414776245783,0.0,0.0,0.962073881228915,0.0,1.92414776245783,0.0,1.92414776245783,0.0,3.84829552491566,0.962073881228915,0.0,0.962073881228915,0.0,0.0,0.962073881228915,0.0075921349938891,-0.0034589070235224,-0.0064036435370577,-0.0169785310799028,0.032319136239122,0.0248559291785569,1
ACP_positive_68,2.0283396582535294,1.014169829126765,2.0283396582535294,1.014169829126765,2.0283396582535294,0.0,0.0,4.056679316507059,0.0,1.014169829126765,2.0283396582535294,3.042509487380294,0.0,2.0283396582535294,0.0,2.0283396582535294,5.070849145633823,0.0,0.0,4.056679316507059,-0.0047402758704195,-0.0085394389426689,-0.0045717234529985,-0.0029265381851121,0.0008876097272517,0.0057205375971828,1
ACP_positive_69,4.136331538185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.170414422731483,11.374911730009265,0.0,1.0340828845462966,0.0,0.0,0.0,1.0340828845462966,0.0,0.0,-0.0044872035813599,-0.0007214248817495,-0.045932437783245,-0.0286659542839968,0.0176601607700773,0.0280639752139774,1
ACP_positive_70,1.0387259167637697,0.0,0.0,0.0,0.0,0.0,0.0,2.07745183352754,1.0387259167637697,2.07745183352754,3.116177750291309,7.271081417346388,0.0,3.116177750291309,0.0,0.0,0.0,1.0387259167637697,0.0,0.0,-0.0123085747812126,-0.0191633799618497,-0.0250428074333069,-0.0284550211154586,0.0267511002816622,0.019492766246396,1
