name,SOCNumber_Schneider.lag1,SOCNumber_Schneider.lag2,SOCNumber_Schneider.lag3,SOCNumber_gGrantham.lag1,SOCNumber_gGrantham.lag2,SOCNumber_gGrantham.lag3,target
ACP_positive_26,0.3556263461538461,0.3865064800000001,0.33426725,7864.5,9724.4,7996.875,1
ACP_positive_27,0.3211649583333333,0.2603385652173913,0.3162715909090909,18261.125,21347.0,14197.863636363636,1
ACP_positive_28,0.5315876666666667,0.407324909090909,0.1631710999999999,8791.25,6934.909090909091,3489.8,1
ACP_positive_29,0.3135363888888889,0.2551755294117647,0.28105,13631.222222222224,14888.235294117649,14988.5625,1
ACP_positive_30,0.4383774545454546,0.5850498,0.3788245555555555,9522.818181818182,14731.9,7961.777777777777,1
ACP_positive_31,0.551152923076923,0.5248745833333334,0.2341247272727273,8235.76923076923,8486.666666666666,4281.909090909091,1
ACP_positive_32,0.4537552631578948,0.4879616111111111,0.3509059999999999,8936.631578947368,8406.277777777777,7815.941176470588,1
ACP_positive_33,0.4247078571428572,0.5603435000000001,0.321858,9333.57142857143,9178.333333333334,4328.0,1
ACP_positive_34,0.1970990434782608,0.2642336363636364,0.1989640952380952,10458.91304347826,12856.227272727272,7991.523809523809,1
ACP_positive_35,0.2040022142857143,0.2096495555555555,0.2060307692307692,14766.25,13954.592592592591,15166.615384615385,1
ACP_positive_36,0.3808263913043478,0.4191299333333333,0.3358272500000001,10017.065217391304,12400.466666666667,11653.863636363636,1
ACP_positive_37,0.2752393999999999,0.3384645454545454,0.344783534883721,13369.733333333334,13101.227272727272,15247.093023255817,1
ACP_positive_38,0.3514484210526316,0.3711195555555555,0.2737705294117647,11834.368421052632,15365.111111111111,14496.058823529413,1
ACP_positive_39,0.4977673333333333,0.6795920714285714,0.2548413076923077,7699.2,9946.785714285714,5320.076923076923,1
ACP_positive_40,0.2792829666666666,0.2357342413793103,0.2738216785714286,17856.433333333334,16079.206896551725,17330.75,1
ACP_positive_41,0.45759425,0.638499090909091,0.3729022,8224.583333333334,10953.636363636364,7315.4,1
ACP_positive_42,0.3218174583333332,0.3193184347826087,0.2857670909090909,8030.75,11033.260869565218,9077.272727272728,1
ACP_positive_43,0.5739467500000001,0.4607463636363636,0.4887647,15859.583333333334,17579.272727272728,16744.1,1
ACP_positive_44,0.4326384545454546,0.678015380952381,0.51038175,6659.181818181818,10259.0,8066.55,1
ACP_positive_45,0.2566768333333333,0.2730940689655172,0.3093153571428572,15189.533333333333,17111.48275862069,17966.714285714286,1
ACP_positive_46,0.4105627142857143,0.4175296666666667,0.4209176,11402.857142857143,9778.5,9013.4,1
ACP_positive_47,0.4213701071428572,0.3133839259259259,0.350833576923077,10696.214285714286,6842.185185185185,8055.2692307692305,1
ACP_positive_48,0.3915041000000001,0.4620577777777779,0.228973875,8654.3,7451.0,4499.625,1
ACP_positive_49,0.4662667619047619,0.5361493999999999,0.4306634736842105,7992.523809523809,8201.95,7978.368421052632,1
ACP_positive_50,0.2141602,0.3860157142857143,0.2743003846153847,8295.333333333334,12371.785714285714,5869.692307692308,1
ACP_positive_51,0.3147567222222222,0.2492371764705881,0.283033125,12803.388888888889,14510.470588235294,14401.3125,1
ACP_positive_52,0.4282359166666666,0.5481225454545453,0.3507521,10322.75,15845.90909090909,8645.6,1
ACP_positive_53,0.3373761842105264,0.4016922162162162,0.299045888888889,8622.157894736842,8680.378378378378,6748.694444444444,1
ACP_positive_54,0.3106961999999999,0.4606165714285714,0.2472196153846154,11109.466666666667,13847.07142857143,5571.153846153846,1
ACP_positive_55,0.2082618461538461,0.2665118333333333,0.1541720909090909,8114.307692307692,11806.166666666666,7024.0,1
ACP_positive_56,0.2390441034482758,0.2285435357142857,0.2440133333333333,15321.793103448275,14350.107142857143,17247.40740740741,1
ACP_positive_57,0.4962758571428572,0.6867683076923079,0.2277375833333333,8725.285714285714,10250.615384615385,4293.416666666667,1
ACP_positive_58,0.2155858749999999,0.3216514,0.5056062857142858,5664.4375,4964.133333333333,9246.5,1
ACP_positive_59,0.4169481363636364,0.6141230476190478,0.314931,8283.90909090909,9139.666666666666,6023.2,1
ACP_positive_60,0.2487445,0.2197480344827586,0.25844425,16537.033333333333,17108.758620689656,17291.571428571428,1
ACP_positive_61,0.4310438333333333,0.6211245454545455,0.3438204,7463.916666666667,10430.363636363636,5991.9,1
ACP_positive_62,0.4462290833333334,0.6250180000000001,0.3527716,8271.333333333334,10706.272727272728,6449.9,1
ACP_positive_63,0.2812886,0.1691885,0.23731,12749.0,7924.25,8823.0,1
ACP_positive_64,0.3982073333333333,0.4262968235294117,0.3897951875,11011.444444444443,9001.70588235294,8005.375,1
ACP_positive_65,0.4486537,0.3282995555555555,0.371861,15006.8,14362.666666666666,11098.625,1
ACP_positive_66,0.4713613846153845,0.3927983333333333,0.4447508181818182,12328.53846153846,10725.666666666666,7784.272727272727,1
ACP_positive_67,0.3217578461538461,0.3778819166666666,0.1805304545454545,14383.846153846154,16512.0,14183.363636363636,1
ACP_positive_68,0.3377868333333333,0.3061322068965517,0.2838887142857142,12429.6,14190.793103448275,9728.25,1
ACP_positive_69,0.4998617142857143,0.6913382000000002,0.3902637894736843,8488.333333333334,9823.45,7340.0,1
ACP_positive_70,0.5330047368421053,0.5556764444444444,0.312544294117647,9952.157894736842,8681.0,7808.411764705882,1
ACP_positive_71,0.5368549166666666,0.6912440909090908,0.4028588,8718.833333333334,12754.90909090909,5508.0,1
ACP_positive_72,0.3625524444444444,0.28186775,0.2156635714285714,10311.555555555557,6129.25,7976.285714285715,1
ACP_positive_73,0.43633996,0.4977175416666667,0.3567587391304347,8864.08,11584.5,7172.086956521739,1
ACP_positive_74,0.4767625,0.5870716923076924,0.3340766666666666,9309.5,9269.153846153846,5430.0,1
ACP_positive_75,0.2361046551724137,0.2295685357142856,0.2397168888888888,16335.310344827589,14608.57142857143,16792.222222222223,1
ACP_positive_76,0.299001,0.277022,0.2126932941176471,14774.105263157897,16064.722222222224,8984.70588235294,1
ACP_positive_77,0.2666671874999999,0.3697339677419355,0.3178292333333333,15498.0625,14615.451612903224,12809.766666666666,1
ACP_positive_78,0.31195590625,0.3319640967741935,0.2608720666666665,9065.53125,8861.41935483871,8020.433333333333,1
ACP_positive_79,0.2125473571428571,0.1879315555555555,0.2290287692307692,15945.607142857143,14975.74074074074,19307.96153846154,1
ACP_positive_80,0.3809862999999999,0.3986772222222222,0.379661625,8744.6,11482.444444444443,8567.75,1
ACP_positive_81,0.4865133333333333,0.667133181818182,0.2889271,7475.083333333333,9763.09090909091,5568.1,1
ACP_positive_82,0.3043273999999999,0.1792779999999999,0.38253875,5678.8,5798.777777777777,7510.5,1
ACP_positive_83,0.4735348499999999,0.7824182105263159,0.3845687777777777,7404.6,12540.842105263158,8708.888888888889,1
ACP_positive_84,0.4375117837837838,0.3764436944444445,0.3830207714285714,16964.162162162163,15608.916666666666,16661.17142857143,1
ACP_positive_85,0.4573993333333334,0.6721192941176471,0.4438420625,9418.5,12666.411764705885,8982.5,1
ACP_positive_86,0.3979955294117647,0.7733239375000002,0.4270996666666667,5968.058823529412,10892.8125,5930.466666666666,1
ACP_positive_87,0.4968600999999999,0.5539926666666667,0.365546375,8388.2,8310.555555555555,6586.75,1
ACP_positive_88,0.4867953636363637,0.7334875000000001,0.3036501111111111,9023.272727272728,11036.0,5724.555555555556,1
ACP_positive_89,0.4009446,0.5162655,0.3145183076923076,7468.6,10824.5,8357.923076923076,1
ACP_positive_90,0.3122851999999999,0.4611944285714285,0.2586643846153846,10233.533333333333,12917.214285714286,5400.923076923077,1
ACP_positive_91,0.4145594722222223,0.3531072857142858,0.4182440588235294,18225.33333333333,12409.628571428571,14491.470588235294,1
ACP_positive_92,0.5168761428571429,0.5948681538461538,0.41188475,10924.785714285714,14119.153846153846,7485.666666666667,1
ACP_positive_93,0.2719958333333333,0.3603079090909091,0.2826472999999999,11275.75,17501.363636363636,11824.5,1
ACP_positive_94,0.4906070588235294,0.7087335625000001,0.4230770666666666,8230.0,10461.875,8011.933333333333,1
ACP_positive_95,0.4290368181818182,0.6308238000000002,0.3844561111111111,9572.272727272728,15061.5,8031.111111111111,1
ACP_positive_96,0.4694021304347827,0.4030013636363636,0.4814245714285714,14150.95652173913,10625.0,13896.47619047619,1
ACP_positive_97,0.266253,0.3443072272727272,0.2977263333333333,10432.95652173913,12996.318181818182,8811.142857142857,1
ACP_positive_98,0.3176033846153846,0.3409078947368421,0.3136405945945946,17146.923076923078,16343.552631578948,15696.54054054054,1
ACP_positive_99,0.2978402,0.4585059285714285,0.3320533846153847,8849.2,11652.714285714286,6754.692307692308,1
ACP_positive_100,0.4870702,0.6731432142857142,0.2212794615384615,7099.0,10133.785714285714,3666.153846153846,1
ACP_positive_101,0.4229616428571428,0.4011205555555556,0.2839475384615385,13583.25,14632.148148148148,10226.73076923077,1
ACP_positive_102,0.4581190869565218,0.5485143181818182,0.4855382857142857,9542.739130434782,11865.863636363636,9251.42857142857,1
ACP_positive_103,0.4503919166666667,0.6376953636363637,0.2776765,12549.916666666666,15587.545454545454,7721.2,1
ACP_positive_104,0.33111975,0.4508892666666667,0.3262048571428571,8993.4375,13810.266666666666,7785.642857142857,1
ACP_positive_105,0.2330272173913043,0.3073869090909091,0.2345351904761904,11866.739130434782,14350.0,10339.52380952381,1
ACP_positive_106,0.441285,0.6380828947368421,0.4089015,8448.15,9222.842105263158,8700.888888888889,1
ACP_positive_107,0.4267028333333333,0.6949217272727273,0.3225236999999999,5736.666666666667,10355.818181818182,5681.0,1
ACP_positive_108,0.458358,0.4949422727272727,0.3900833,14298.0,18998.636363636364,8710.4,1
ACP_positive_109,0.3177245909090909,0.2609092857142857,0.25064765,10875.363636363636,11601.761904761905,8421.95,1
ACP_positive_110,0.2328953636363636,0.3289043,0.1779427777777777,9315.363636363636,12770.6,6588.777777777777,1
ACP_positive_111,0.3725254,0.6880126666666667,0.571860125,8339.3,11903.444444444443,10227.625,1
ACP_positive_112,0.2946334782608696,0.3223895,0.2376242857142857,12894.695652173914,13169.59090909091,11573.190476190475,1
ACP_positive_113,0.4020650588235294,0.374693625,0.2544010666666667,13406.470588235294,13881.375,8303.133333333333,1
ACP_positive_114,0.42630265,0.5558635789473684,0.3160077222222222,11952.05,13986.842105263158,9386.722222222224,1
ACP_positive_115,0.1921526071428571,0.171581111111111,0.200989423076923,16984.535714285714,14249.555555555557,16637.69230769231,1
ACP_positive_116,0.2291148611111111,0.2561701142857142,0.3131041470588235,15289.916666666666,14680.457142857143,16915.617647058825,1
ACP_positive_117,0.2223694210526316,0.3055656666666666,0.2572253529411764,11227.052631578948,13203.722222222224,12470.64705882353,1
ACP_positive_118,0.2841165238095238,0.34169565,0.2636636842105263,6728.428571428572,9155.2,6295.526315789473,1
ACP_positive_119,0.4645347333333334,0.579791142857143,0.3702485384615384,9686.2,9848.5,7106.153846153846,1
ACP_positive_120,0.4342013076923077,0.6833708000000001,0.4916902083333334,8451.23076923077,10870.08,9405.166666666666,1
ACP_positive_121,0.3608987368421052,0.3849648333333333,0.3845885294117647,7272.0,9829.666666666666,8180.529411764706,1
ACP_positive_122,0.2766858181818181,0.2675491875,0.3161855483870968,13810.030303030304,14069.28125,15059.774193548386,1
ACP_positive_123,0.3759676206896551,0.3856476785714285,0.2818775925925926,17360.172413793105,17936.285714285714,16233.518518518518,1
ACP_positive_124,0.4738232432432434,0.5570640833333331,0.4014164,9430.054054054051,12135.5,9054.828571428572,1
ACP_positive_125,0.2831854999999999,0.2055350588235294,0.2466409375,13846.944444444443,12792.058823529413,15772.625,1
ACP_positive_126,0.3660514782608696,0.3747201555555556,0.3600417272727273,14777.260869565218,13268.355555555556,15883.204545454546,1
ACP_positive_127,0.4003418749999999,0.5464854000000001,0.1936774999999999,8705.75,11050.4,3861.0,1
ACP_positive_128,0.1672595625,0.2502866666666666,0.1415417857142857,10243.125,15376.4,7029.571428571428,1
ACP_positive_129,0.4836767857142859,0.5947307692307694,0.355006,9326.57142857143,9240.076923076924,5466.5,1
ACP_positive_130,0.2295743333333333,0.3331779090909091,0.1678353,9923.166666666666,15218.90909090909,6807.7,1
ACP_positive_131,0.2501465833333333,0.3447703913043478,0.3743335454545454,9734.916666666666,12764.173913043478,10943.454545454546,1
ACP_positive_132,0.4769192,0.617739,0.2711534615384615,8390.8,10208.92857142857,4738.923076923077,1
ACP_positive_133,0.0742108571428571,0.1103434999999999,0.0591175999999999,15723.142857142857,22039.666666666668,20942.6,1
ACP_positive_134,0.3430441282051282,0.3371978157894737,0.3243597297297297,16614.128205128207,15543.578947368422,16964.27027027027,1
ACP_positive_135,0.5516885555555555,0.319299375,0.7150961428571428,6882.111111111111,4465.875,8491.285714285714,1
ACP_positive_136,0.177617125,0.1201104285714285,0.1791151666666667,8975.625,5946.857142857143,8441.666666666666,1
ACP_positive_137,0.41429125,0.5673008666666668,0.2024466428571429,8347.25,11031.4,3727.357142857143,1
ACP_positive_138,0.345171625,0.5106724666666667,0.350772,10437.0,14973.133333333331,8475.07142857143,1
ACP_positive_139,0.1719004516129032,0.1955008666666666,0.2180511379310345,15798.967741935485,15971.266666666666,17976.068965517243,1
ACP_positive_140,0.1909078965517241,0.1991785714285714,0.2247781111111111,16427.379310344826,16730.071428571428,17854.88888888889,1
ACP_positive_141,0.8057113333333334,0.024921125,0.8118795714285716,9740.666666666666,937.5,9835.42857142857,1
ACP_positive_142,0.436456888888889,0.6185057500000002,0.366997,9531.888888888889,9719.375,6043.571428571428,1
ACP_positive_143,0.3574087333333334,0.5816538571428572,0.3625410769230769,9772.133333333331,13933.785714285714,6887.692307692308,1
ACP_positive_144,0.2542286666666667,0.3550700434782609,0.2633835,7444.875,9958.173913043478,5033.181818181818,1
ACP_positive_145,0.4125561428571428,0.4458306666666666,0.388246,13121.42857142857,12801.333333333334,8537.6,1
ACP_positive_146,0.4347308571428572,0.625208076923077,0.3739917499999999,7265.857142857143,10560.615384615385,6522.416666666667,1
ACP_positive_147,0.3570040526315788,0.398032,0.3710822222222222,18723.947368421053,16866.513513513513,16147.416666666666,1
ACP_positive_148,0.4131169,0.4617067777777779,0.25520125,9521.6,7391.0,5583.75,1
ACP_positive_149,0.4623995384615384,0.5954455,0.4171569090909091,9556.384615384615,9575.416666666666,7575.0,1
ACP_positive_150,0.5802343999999999,0.729787111111111,0.255175625,6904.7,7876.444444444444,2639.625,1
ACP_positive_151,0.4536053846153847,0.5706423333333334,0.4088922727272728,9245.846153846154,8999.333333333334,7747.454545454545,1
ACP_positive_152,0.3184454615384615,0.2374315,0.262935,14600.0,12931.833333333334,11314.818181818182,1
ACP_positive_153,0.3710156206896552,0.44683875,0.3924056296296296,13558.06896551724,12581.32142857143,15050.481481481482,1
ACP_positive_154,0.0498336315789473,0.0537610555555555,0.0429218823529411,8688.315789473685,11564.333333333334,15894.882352941177,1
ACP_positive_155,0.3721517,0.4191429999999999,0.2644102222222222,9053.75,12430.052631578948,7723.555555555556,1
ACP_positive_156,0.3173397428571429,0.278730794117647,0.3084469696969698,15388.514285714286,16551.323529411766,14135.363636363636,1
ACP_positive_157,0.4690397499999999,0.658572090909091,0.3729821,8177.833333333333,11599.636363636364,7162.5,1
ACP_positive_158,0.2871858000000001,0.51701,0.4172969230769231,5726.2,9319.714285714286,6126.461538461538,1
ACP_positive_159,0.4866438,0.6362427142857142,0.3966665384615385,9097.0,13700.42857142857,6866.153846153846,1
ACP_positive_160,0.339248,0.4129953125,0.2981825999999999,8452.058823529413,12452.125,8692.933333333332,1
ACP_positive_161,0.4809468333333334,0.6351501818181817,0.4293804,9567.0,9488.454545454546,9693.0,1
ACP_positive_162,0.5272260500000001,0.7420170000000003,0.4272145,9595.0,10326.105263157897,11046.666666666666,1
ACP_positive_163,0.4122163636363636,0.4448079047619047,0.36326175,10449.181818181818,10701.47619047619,9841.65,1
ACP_positive_164,0.5361802941176471,0.6019729375000001,0.5659980666666667,9947.35294117647,9657.75,10095.866666666669,1
ACP_positive_165,0.3272060666666666,0.4808525,0.2527246923076923,11637.333333333334,14373.142857142857,5721.923076923077,1
ACP_positive_166,0.2619848571428572,0.2726378461538462,0.27384825,14361.142857142857,11404.307692307691,12674.75,1
ACP_positive_167,0.11289625,0.2401269999999999,0.1312671,8908.916666666666,15904.545454545454,7856.0,1
ACP_positive_168,0.419084,0.4533227,0.4381211111111111,10722.09090909091,8844.3,6270.666666666667,1
ACP_positive_169,0.2439625714285714,0.2094273703703704,0.2520276538461539,16597.714285714286,16235.185185185184,19078.23076923077,1
ACP_positive_170,0.4615350909090908,0.4135774,0.3518636666666667,13339.09090909091,14485.3,16621.555555555555,1
ACP_positive_171,0.2072079166666666,0.2758902727272727,0.1937519,6614.083333333333,8650.454545454546,6365.2,1
ACP_positive_172,0.4088954444444443,0.508810625,0.285812,13682.111111111111,19282.875,11364.42857142857,1
ACP_positive_173,0.5272260500000001,0.7485948947368423,0.3606142777777779,9595.0,11342.526315789471,7540.0,1
ACP_positive_174,0.4824062222222223,0.5682705999999998,0.411950294117647,9436.0,12218.914285714283,9215.264705882351,1
ACP_positive_175,0.5197659285714287,0.5764898461538462,0.3077116666666667,10041.857142857143,9181.76923076923,6015.5,1
ACP_positive_176,0.5763222727272727,0.5754678,0.2741435555555556,9236.818181818182,10609.2,6316.0,1
ACP_positive_177,0.4310258333333334,0.6227372727272728,0.3528511,7548.583333333333,10615.818181818182,6503.9,1
ACP_positive_178,0.2923572941176471,0.34641225,0.2984894,8313.64705882353,12847.3125,10015.533333333333,1
ACP_positive_179,0.4329265555555556,0.6490282352941178,0.4155800625,8474.388888888889,11428.764705882351,7414.75,1
ACP_positive_180,0.42200844,0.4564095416666666,0.5261528260869565,6893.04,7969.208333333333,9176.826086956522,1
ACP_positive_181,0.4772085,0.5549524705882354,0.4229328750000001,9276.055555555557,9023.764705882351,9037.875,1
ACP_positive_182,0.303659,0.4752795555555555,0.458504625,10117.8,11321.444444444443,9659.25,1
ACP_positive_183,0.2983163333333333,0.4742974782608696,0.4520856818181819,7456.791666666667,13103.565217391304,14028.272727272728,1
ACP_positive_184,0.4349053461538462,0.5242087200000001,0.3749641666666667,9162.692307692309,10425.28,7676.208333333333,1
ACP_positive_185,0.2437662777777777,0.2896738235294117,0.1990191875,9041.111111111111,11291.058823529413,6036.25,1
ACP_positive_186,0.2732834146341464,0.255578575,0.2375787948717948,14328.170731707318,15076.25,14053.97435897436,1
ACP_positive_187,0.3066249166666667,0.1025425454545454,0.2868091,15910.833333333334,7079.0,16740.0,1
ACP_positive_188,0.586561825,0.338826076923077,0.4692884473684209,19226.775,14599.102564102564,17370.526315789473,1
ACP_positive_189,0.4972738636363637,0.5003630952380953,0.4659463000000001,9324.545454545454,9084.857142857143,7111.85,1
ACP_positive_190,0.4104075384615384,0.6036604166666667,0.3432044545454546,10726.692307692309,14102.75,7404.0,1
ACP_positive_191,0.4371919166666667,0.6259659090909091,0.2650814,12228.166666666666,15438.09090909091,7327.9,1
ACP_positive_192,0.4328576666666667,0.6097085454545454,0.3688173,7521.083333333333,9849.09090909091,7350.2,1
ACP_positive_193,0.4546817027027027,0.4382437500000001,0.3074463714285714,9333.216216216217,9288.555555555557,8067.457142857143,1
ACP_positive_194,0.5022654761904762,0.6056700000000002,0.3387320526315789,9767.714285714286,9458.55,8043.368421052632,1
ACP_positive_195,0.469885909090909,0.5681692,0.3550012222222222,11535.454545454546,16474.9,9191.333333333334,1
ACP_positive_196,0.4032026,0.2448615,0.2703473333333333,8976.6,5287.25,3906.6666666666665,1
ACP_positive_197,0.4722155714285715,0.6928697692307695,0.3426919166666666,8683.5,9481.307692307691,4660.833333333333,1
ACP_positive_198,0.3975946206896552,0.5122083214285715,0.4053911111111112,10712.724137931034,13539.5,11433.074074074077,1
ACP_positive_199,0.4159603333333332,0.3215177857142857,0.4171706923076923,12907.6,8983.857142857143,11352.846153846154,1
ACP_positive_200,0.2025500625,0.251178129032258,0.2027924333333332,7427.0,11297.41935483871,8220.7,1
ACP_positive_201,0.2002215666666666,0.2263502413793103,0.2129588571428571,15528.666666666666,17367.58620689655,16880.821428571428,1
ACP_positive_202,0.2308731666666666,0.3387369090909091,0.2563391,9014.25,14733.545454545454,8638.8,1
ACP_positive_203,0.3792972105263158,0.4611384054054054,0.339779138888889,7970.894736842105,11289.891891891892,8724.722222222223,1
ACP_positive_204,0.4595201666666667,0.5951215454545455,0.3765051,9021.583333333334,9030.636363636364,7657.1,1
ACP_positive_205,0.551421705882353,0.380980125,0.5386944666666668,20247.176470588234,15141.625,20676.93333333333,1
ACP_positive_206,0.3835240588235294,0.464357,0.1870730666666666,6562.64705882353,7940.375,3640.6,1
ACP_positive_207,0.3059773333333333,0.3110200434782609,0.3084161363636364,9201.958333333334,9832.608695652174,7926.454545454545,1
ACP_positive_208,0.5374944444444446,0.440511588235294,0.4329079999999999,8248.555555555555,7790.058823529412,6886.125,1
ACP_positive_209,0.2577843846153846,0.35711024,0.25918225,7334.7307692307695,8859.44,7259.291666666667,1
ACP_positive_210,0.4241994285714286,0.5314806923076923,0.3824564166666667,8635.642857142857,8569.538461538461,7047.166666666667,1
ACP_positive_211,0.3602306363636364,0.330507,0.2661178999999999,9190.136363636364,7228.571428571428,6687.2,1
ACP_positive_212,0.495432590909091,0.6295028095238097,0.425206,7218.227272727273,8708.666666666666,6862.5,1
ACP_positive_213,0.514372488372093,0.5511052619047621,0.4179379512195122,7656.930232558139,9922.761904761905,7286.780487804878,1
ACP_positive_214,0.4967266666666667,0.5624107142857143,0.3585943846153845,9091.4,12844.142857142857,8381.538461538461,1
ACP_positive_215,0.6024644,0.8339008888888889,0.2751516249999999,7378.8,9009.888888888889,3730.75,1
ACP_positive_216,0.2454314666666666,0.2224949310344827,0.26126825,18576.766666666663,17663.55172413793,16642.321428571428,1
ACP_positive_217,0.4664041052631579,0.4301343888888889,0.3671774117647058,9169.21052631579,9692.611111111111,9340.117647058823,1
ACP_positive_218,0.4575992142857143,0.6746962307692309,0.3720471666666666,8768.642857142857,12461.846153846154,6656.666666666667,1
ACP_positive_219,0.5727765882352941,0.4033906249999999,0.4808606666666666,9747.941176470587,7682.6875,9556.266666666666,1
ACP_positive_220,0.302135,0.3234678181818182,0.3599151,7692.75,8927.727272727272,12261.9,1
ACP_positive_221,0.5218153636363637,0.6282085000000001,0.3561947777777778,10515.0,10762.2,7717.666666666667,1
ACP_positive_222,0.3780447307692307,0.5104711999999999,0.4088772916666667,10731.153846153846,13748.64,12657.125,1
ACP_positive_223,0.224061894736842,0.2947022222222222,0.2339541176470588,8258.157894736842,11605.722222222224,6605.882352941177,1
ACP_positive_224,0.4930972857142857,0.7432973000000003,0.4011628421052632,9138.09523809524,11913.8,7127.578947368421,1
ACP_positive_225,0.44673848,0.4879841666666668,0.368364652173913,9511.6,10795.25,7696.95652173913,1
ACP_positive_226,0.3347246486486487,0.34919875,0.4212029428571428,16590.216216216217,13450.194444444443,17597.02857142857,1
ACP_positive_227,0.4673315135135135,0.4634305555555557,0.3363619428571427,8953.648648648648,9395.194444444443,8513.771428571428,1
ACP_positive_228,0.5825313333333333,0.5222457647058824,0.4609864375,10603.222222222224,8301.941176470587,9427.0,1
ACP_positive_229,0.2052561333333333,0.2311053448275862,0.2195328928571429,15417.533333333333,17781.41379310345,16973.60714285714,1
ACP_positive_230,0.608818,0.5441754000000001,0.3302973333333334,10752.272727272728,9678.0,9360.333333333334,1
ACP_positive_231,0.4273459487179488,0.3990052368421053,0.356491027027027,19002.0,15564.131578947368,15117.702702702703,1
ACP_positive_232,0.5058915,0.539623,0.16616925,9391.92857142857,9691.53846153846,3767.75,1
ACP_positive_233,0.4745891200000001,0.6817694166666667,0.362258,9905.6,9830.583333333334,7890.782608695652,1
ACP_positive_234,0.5415262666666666,0.5641971428571428,0.2353656153846154,8501.133333333333,8620.357142857143,4410.846153846154,1
ACP_positive_235,0.3412114210526315,0.3945518333333332,0.2510671176470588,13873.78947368421,17362.88888888889,14279.70588235294,1
ACP_positive_236,0.2542528333333333,0.3637694545454545,0.1672603,10704.083333333334,16063.545454545454,7509.6,1
ACP_positive_237,0.2675058275862069,0.2160400714285714,0.2815352962962962,16630.0,16126.82142857143,18411.777777777777,1
ACP_positive_238,0.2557266666666666,0.2113776470588235,0.1303723125,10140.055555555557,10774.529411764706,4860.9375,1
ACP_positive_239,0.4033541923076923,0.5373287999999999,0.4143302499999999,9515.192307692309,14557.88,10464.958333333334,1
ACP_positive_240,0.5997967500000001,0.3602283333333333,0.543632,8601.25,6540.0,12109.0,1
ACP_positive_241,0.4559085,0.5870966666666667,0.320902,8780.7,10541.222222222224,5479.25,1
ACP_positive_242,0.25253175,0.3336655217391303,0.2463901363636363,7617.708333333333,10476.826086956522,5607.409090909091,1
ACP_positive_243,0.3897531333333333,0.3697746428571428,0.3082624615384616,6032.0,6882.428571428572,5648.538461538462,1
