name,type3A_T1.G.1_T1.G.1_gap2,type3A_T1.G.1_T1.G.2_gap2,type3A_T1.G.2_T1.G.1_gap2,type3A_T1.G.2_T1.G.2_gap2,target
ACP_positive_356,6.0,1.0,0.0,0.0,1
ACP_positive_357,8.0,0.0,0.0,0.0,1
ACP_positive_358,6.0,0.0,1.0,0.0,1
ACP_positive_359,9.0,0.0,0.0,0.0,1
ACP_positive_360,6.0,0.0,0.0,0.0,1
ACP_positive_361,9.0,1.0,0.0,0.0,1
ACP_positive_362,9.0,1.0,0.0,0.0,1
ACP_positive_363,5.0,0.0,0.0,0.0,1
ACP_positive_364,2.0,0.0,0.0,0.0,1
ACP_positive_365,7.0,0.0,0.0,0.0,1
ACP_positive_366,5.0,0.0,0.0,0.0,1
ACP_positive_367,6.0,0.0,0.0,0.0,1
ACP_positive_368,10.0,2.0,0.0,0.0,1
ACP_positive_369,7.0,0.0,0.0,0.0,1
ACP_positive_370,4.0,0.0,0.0,0.0,1
ACP_positive_371,4.0,0.0,0.0,0.0,1
ACP_positive_372,4.0,0.0,0.0,0.0,1
ACP_positive_373,4.0,0.0,0.0,0.0,1
ACP_positive_374,6.0,0.0,0.0,0.0,1
ACP_positive_375,3.0,0.0,0.0,0.0,1
ACP_positive_376,6.0,0.0,0.0,0.0,1
ACP_positive_377,13.0,0.0,0.0,0.0,1
ACP_positive_378,9.0,1.0,0.0,0.0,1
ACP_positive_379,9.0,0.0,0.0,0.0,1
ACP_positive_380,1.0,1.0,0.0,0.0,1
ACP_positive_381,3.0,0.0,0.0,0.0,1
ACP_positive_382,6.0,0.0,0.0,0.0,1
ACP_positive_383,6.0,0.0,0.0,0.0,1
ACP_positive_384,8.0,1.0,0.0,0.0,1
ACP_positive_385,3.0,0.0,0.0,0.0,1
ACP_positive_386,12.0,0.0,0.0,0.0,1
ACP_positive_387,6.0,0.0,0.0,0.0,1
ACP_positive_388,5.0,0.0,0.0,0.0,1
ACP_positive_389,8.0,0.0,0.0,0.0,1
ACP_positive_390,4.0,0.0,0.0,0.0,1
ACP_positive_391,10.0,0.0,0.0,0.0,1
ACP_positive_392,11.0,0.0,0.0,0.0,1
ACP_positive_393,4.0,0.0,0.0,0.0,1
ACP_positive_394,4.0,0.0,0.0,0.0,1
ACP_positive_395,9.0,1.0,0.0,0.0,1
ACP_positive_396,5.0,0.0,0.0,0.0,1
ACP_positive_397,5.0,0.0,0.0,0.0,1
ACP_positive_398,6.0,0.0,0.0,0.0,1
ACP_positive_399,3.0,0.0,0.0,0.0,1
ACP_positive_400,6.0,0.0,0.0,0.0,1
ACP_positive_401,4.0,0.0,0.0,0.0,1
ACP_positive_402,10.0,0.0,0.0,0.0,1
ACP_positive_403,8.0,0.0,0.0,0.0,1
ACP_positive_404,9.0,0.0,0.0,0.0,1
ACP_positive_405,7.0,0.0,0.0,0.0,1
ACP_positive_406,5.0,0.0,0.0,0.0,1
ACP_positive_407,2.0,0.0,0.0,0.0,1
ACP_positive_408,5.0,0.0,0.0,0.0,1
ACP_positive_409,12.0,1.0,0.0,0.0,1
ACP_positive_410,8.0,0.0,0.0,0.0,1
ACP_positive_411,8.0,0.0,0.0,0.0,1
ACP_positive_412,9.0,0.0,0.0,0.0,1
ACP_positive_413,12.0,0.0,0.0,0.0,1
ACP_positive_414,3.0,1.0,0.0,0.0,1
ACP_positive_415,4.0,0.0,0.0,0.0,1
ACP_positive_416,10.0,0.0,0.0,0.0,1
ACP_positive_417,7.0,0.0,0.0,0.0,1
ACP_positive_418,4.0,0.0,0.0,0.0,1
ACP_positive_419,4.0,0.0,0.0,0.0,1
ACP_positive_420,2.0,0.0,0.0,0.0,1
ACP_positive_421,5.0,0.0,0.0,0.0,1
ACP_positive_422,8.0,0.0,0.0,0.0,1
ACP_positive_423,4.0,0.0,0.0,0.0,1
ACP_positive_424,5.0,1.0,0.0,0.0,1
ACP_positive_425,9.0,0.0,1.0,0.0,1
ACP_positive_426,4.0,0.0,0.0,0.0,1
ACP_positive_427,8.0,0.0,0.0,0.0,1
ACP_positive_428,4.0,0.0,0.0,0.0,1
ACP_positive_429,6.0,1.0,0.0,0.0,1
ACP_positive_430,4.0,0.0,0.0,0.0,1
ACP_positive_431,9.0,1.0,0.0,0.0,1
ACP_positive_432,8.0,0.0,0.0,0.0,1
ACP_positive_433,9.0,1.0,0.0,0.0,1
ACP_positive_434,6.0,0.0,2.0,0.0,1
ACP_positive_435,8.0,0.0,0.0,0.0,1
ACP_positive_436,12.0,1.0,0.0,0.0,1
ACP_positive_437,4.0,0.0,0.0,0.0,1
ACP_positive_438,3.0,1.0,0.0,0.0,1
ACP_positive_439,5.0,1.0,1.0,0.0,1
ACP_positive_440,10.0,0.0,0.0,0.0,1
ACP_positive_441,4.0,0.0,0.0,0.0,1
ACP_positive_442,3.0,0.0,0.0,0.0,1
ACP_positive_443,12.0,0.0,1.0,0.0,1
ACP_positive_444,3.0,0.0,0.0,0.0,1
ACP_positive_445,8.0,0.0,0.0,0.0,1
ACP_positive_446,5.0,0.0,0.0,0.0,1
ACP_positive_447,5.0,0.0,0.0,0.0,1
ACP_positive_448,2.0,0.0,2.0,0.0,1
ACP_positive_449,4.0,0.0,0.0,0.0,1
ACP_positive_450,4.0,0.0,0.0,0.0,1
ACP_positive_451,10.0,0.0,0.0,0.0,1
ACP_positive_452,3.0,0.0,0.0,0.0,1
ACP_positive_453,6.0,0.0,0.0,0.0,1
ACP_positive_454,4.0,0.0,0.0,0.0,1
ACP_positive_455,3.0,0.0,1.0,0.0,1
ACP_positive_456,4.0,1.0,2.0,0.0,1
ACP_positive_457,4.0,0.0,0.0,0.0,1
ACP_positive_458,6.0,1.0,0.0,0.0,1
ACP_positive_459,5.0,0.0,0.0,0.0,1
ACP_positive_460,3.0,0.0,0.0,1.0,1
ACP_positive_461,12.0,0.0,0.0,0.0,1
ACP_positive_462,8.0,0.0,0.0,0.0,1
ACP_positive_463,4.0,0.0,0.0,0.0,1
ACP_positive_464,7.0,0.0,0.0,0.0,1
ACP_positive_465,8.0,0.0,0.0,0.0,1
ACP_positive_466,5.0,0.0,0.0,0.0,1
ACP_positive_467,7.0,0.0,0.0,0.0,1
ACP_positive_468,13.0,1.0,0.0,0.0,1
ACP_positive_469,4.0,0.0,0.0,0.0,1
ACP_positive_470,13.0,0.0,0.0,0.0,1
ACP_positive_471,15.0,0.0,0.0,0.0,1
ACP_positive_472,7.0,0.0,0.0,0.0,1
ACP_positive_473,4.0,0.0,0.0,0.0,1
ACP_positive_474,6.0,2.0,0.0,0.0,1
ACP_positive_475,8.0,1.0,0.0,0.0,1
ACP_positive_476,7.0,0.0,0.0,0.0,1
ACP_positive_477,5.0,0.0,0.0,0.0,1
ACP_positive_478,14.0,0.0,0.0,0.0,1
ACP_positive_479,4.0,0.0,0.0,0.0,1
ACP_positive_480,3.0,0.0,1.0,0.0,1
ACP_positive_481,6.0,0.0,0.0,0.0,1
ACP_positive_482,7.0,0.0,0.0,0.0,1
ACP_positive_483,2.0,0.0,0.0,0.0,1
ACP_positive_484,3.0,0.0,0.0,0.0,1
ACP_positive_485,5.0,0.0,0.0,0.0,1
ACP_positive_486,4.0,0.0,0.0,0.0,1
ACP_positive_487,4.0,0.0,0.0,0.0,1
ACP_positive_488,11.0,0.0,0.0,0.0,1
ACP_positive_489,8.0,0.0,0.0,0.0,1
ACP_positive_490,9.0,0.0,0.0,0.0,1
ACP_positive_491,3.0,3.0,0.0,1.0,1
ACP_positive_492,3.0,0.0,0.0,0.0,1
ACP_positive_493,13.0,1.0,1.0,0.0,1
ACP_positive_494,15.0,0.0,0.0,0.0,1
ACP_positive_495,6.0,1.0,0.0,0.0,1
ACP_positive_496,7.0,0.0,0.0,0.0,1
ACP_positive_497,6.0,1.0,0.0,0.0,1
ACP_positive_498,8.0,0.0,0.0,0.0,1
ACP_positive_499,12.0,0.0,0.0,0.0,1
ACP_positive_500,12.0,0.0,0.0,0.0,1
ACP_positive_501,5.0,0.0,0.0,0.0,1
ACP_positive_502,4.0,1.0,0.0,0.0,1
ACP_positive_503,4.0,0.0,0.0,0.0,1
ACP_positive_504,3.0,1.0,0.0,0.0,1
ACP_positive_505,4.0,0.0,0.0,0.0,1
ACP_positive_506,11.0,0.0,0.0,0.0,1
ACP_positive_507,2.0,0.0,0.0,0.0,1
ACP_positive_508,5.0,0.0,0.0,0.0,1
ACP_positive_509,4.0,0.0,0.0,0.0,1
ACP_positive_510,3.0,0.0,1.0,0.0,1
ACP_positive_511,2.0,0.0,1.0,0.0,1
