name,type3B_T1.G.1_T1.G.1_gap2,type3B_T1.G.1_T1.G.2_gap2,type3B_T1.G.2_T1.G.1_gap2,type3B_T1.G.2_T1.G.2_gap2,target
ACP_positive_62,1.0,1.0,1.0,1.0,1
ACP_positive_63,1.0,1.0,0.0,0.0,1
ACP_positive_64,5.0,1.0,0.0,0.0,1
ACP_positive_65,2.0,1.0,1.0,0.0,1
ACP_positive_66,3.0,1.0,1.0,0.0,1
ACP_positive_67,2.0,1.0,1.0,1.0,1
ACP_positive_68,9.0,1.0,0.0,0.0,1
ACP_positive_69,3.0,2.0,2.0,0.0,1
ACP_positive_70,2.0,3.0,1.0,1.0,1
ACP_positive_71,2.0,1.0,1.0,0.0,1
ACP_positive_72,0.0,2.0,1.0,0.0,1
ACP_positive_73,5.0,4.0,0.0,0.0,1
ACP_positive_74,4.0,0.0,1.0,0.0,1
ACP_positive_75,8.0,1.0,1.0,0.0,1
ACP_positive_76,4.0,1.0,2.0,0.0,1
ACP_positive_77,10.0,1.0,0.0,0.0,1
ACP_positive_78,6.0,3.0,2.0,0.0,1
ACP_positive_79,8.0,2.0,0.0,0.0,1
ACP_positive_80,2.0,0.0,2.0,0.0,1
ACP_positive_81,3.0,1.0,0.0,0.0,1
ACP_positive_82,4.0,0.0,0.0,0.0,1
ACP_positive_83,5.0,0.0,1.0,1.0,1
ACP_positive_84,10.0,1.0,2.0,0.0,1
ACP_positive_85,1.0,2.0,2.0,1.0,1
ACP_positive_86,6.0,0.0,0.0,0.0,1
ACP_positive_87,1.0,1.0,0.0,2.0,1
ACP_positive_88,1.0,2.0,1.0,0.0,1
ACP_positive_89,3.0,0.0,2.0,0.0,1
ACP_positive_90,4.0,1.0,0.0,0.0,1
ACP_positive_91,9.0,3.0,0.0,0.0,1
ACP_positive_92,3.0,1.0,0.0,1.0,1
ACP_positive_93,3.0,0.0,0.0,1.0,1
ACP_positive_94,5.0,0.0,1.0,0.0,1
ACP_positive_95,2.0,1.0,1.0,0.0,1
ACP_positive_96,4.0,2.0,2.0,0.0,1
ACP_positive_97,6.0,1.0,0.0,1.0,1
ACP_positive_98,11.0,2.0,0.0,0.0,1
ACP_positive_99,4.0,1.0,0.0,0.0,1
ACP_positive_100,2.0,1.0,2.0,0.0,1
ACP_positive_101,8.0,2.0,0.0,0.0,1
ACP_positive_102,5.0,2.0,0.0,1.0,1
ACP_positive_103,3.0,1.0,0.0,0.0,1
ACP_positive_104,4.0,0.0,2.0,0.0,1
ACP_positive_105,3.0,2.0,2.0,1.0,1
ACP_positive_106,3.0,1.0,2.0,1.0,1
ACP_positive_107,3.0,0.0,0.0,1.0,1
ACP_positive_108,3.0,1.0,0.0,0.0,1
ACP_positive_109,5.0,0.0,3.0,0.0,1
ACP_positive_110,1.0,1.0,0.0,2.0,1
ACP_positive_111,3.0,0.0,1.0,0.0,1
ACP_positive_112,3.0,1.0,2.0,2.0,1
ACP_positive_113,6.0,0.0,0.0,0.0,1
ACP_positive_114,5.0,1.0,0.0,1.0,1
ACP_positive_115,8.0,2.0,0.0,0.0,1
ACP_positive_116,9.0,1.0,2.0,0.0,1
ACP_positive_117,3.0,0.0,1.0,3.0,1
ACP_positive_118,5.0,1.0,1.0,0.0,1
ACP_positive_119,4.0,1.0,0.0,0.0,1
ACP_positive_120,7.0,2.0,0.0,0.0,1
ACP_positive_121,3.0,1.0,2.0,1.0,1
ACP_positive_122,9.0,1.0,1.0,0.0,1
ACP_positive_123,9.0,1.0,0.0,0.0,1
ACP_positive_124,9.0,2.0,1.0,1.0,1
ACP_positive_125,4.0,0.0,2.0,0.0,1
ACP_positive_126,10.0,3.0,2.0,1.0,1
ACP_positive_127,2.0,1.0,2.0,1.0,1
ACP_positive_128,3.0,1.0,0.0,2.0,1
ACP_positive_129,4.0,0.0,1.0,0.0,1
ACP_positive_130,2.0,1.0,0.0,1.0,1
ACP_positive_131,4.0,3.0,0.0,1.0,1
ACP_positive_132,4.0,0.0,1.0,0.0,1
ACP_positive_133,1.0,1.0,1.0,0.0,1
ACP_positive_134,10.0,2.0,1.0,0.0,1
ACP_positive_135,2.0,1.0,0.0,0.0,1
ACP_positive_136,2.0,0.0,1.0,0.0,1
ACP_positive_137,3.0,1.0,1.0,1.0,1
ACP_positive_138,5.0,1.0,0.0,0.0,1
ACP_positive_139,9.0,0.0,2.0,0.0,1
ACP_positive_140,8.0,1.0,1.0,0.0,1
ACP_positive_141,1.0,1.0,1.0,0.0,1
ACP_positive_142,2.0,0.0,1.0,0.0,1
ACP_positive_143,4.0,1.0,0.0,0.0,1
ACP_positive_144,6.0,2.0,0.0,0.0,1
ACP_positive_145,2.0,0.0,1.0,0.0,1
ACP_positive_146,3.0,1.0,1.0,0.0,1
ACP_positive_147,9.0,2.0,2.0,0.0,1
ACP_positive_148,0.0,1.0,3.0,0.0,1
ACP_positive_149,1.0,2.0,1.0,1.0,1
ACP_positive_150,2.0,0.0,2.0,0.0,1
ACP_positive_151,2.0,1.0,1.0,1.0,1
ACP_positive_152,3.0,0.0,1.0,1.0,1
ACP_positive_153,7.0,3.0,0.0,0.0,1
ACP_positive_154,7.0,0.0,0.0,0.0,1
ACP_positive_155,4.0,3.0,0.0,0.0,1
ACP_positive_156,9.0,1.0,1.0,1.0,1
ACP_positive_157,1.0,1.0,1.0,1.0,1
ACP_positive_158,4.0,1.0,0.0,0.0,1
ACP_positive_159,3.0,1.0,1.0,0.0,1
ACP_positive_160,2.0,2.0,0.0,2.0,1
ACP_positive_161,2.0,0.0,1.0,1.0,1
ACP_positive_162,5.0,1.0,1.0,0.0,1
ACP_positive_163,3.0,3.0,1.0,1.0,1
ACP_positive_164,3.0,1.0,2.0,0.0,1
ACP_positive_165,3.0,1.0,1.0,0.0,1
ACP_positive_166,4.0,0.0,0.0,1.0,1
ACP_positive_167,1.0,1.0,0.0,2.0,1
ACP_positive_168,1.0,1.0,2.0,0.0,1
ACP_positive_169,7.0,3.0,0.0,0.0,1
ACP_positive_170,4.0,0.0,0.0,0.0,1
ACP_positive_171,1.0,1.0,1.0,1.0,1
ACP_positive_172,3.0,0.0,0.0,0.0,1
ACP_positive_173,5.0,0.0,2.0,0.0,1
ACP_positive_174,7.0,2.0,2.0,1.0,1
ACP_positive_175,1.0,2.0,2.0,0.0,1
ACP_positive_176,1.0,0.0,2.0,1.0,1
ACP_positive_177,2.0,1.0,0.0,1.0,1
ACP_positive_178,3.0,2.0,1.0,0.0,1
ACP_positive_179,3.0,3.0,0.0,0.0,1
ACP_positive_180,4.0,1.0,3.0,1.0,1
ACP_positive_181,5.0,0.0,0.0,1.0,1
ACP_positive_182,2.0,0.0,1.0,1.0,1
ACP_positive_183,7.0,0.0,0.0,1.0,1
ACP_positive_184,6.0,3.0,0.0,0.0,1
ACP_positive_185,4.0,0.0,1.0,1.0,1
ACP_positive_186,11.0,1.0,1.0,1.0,1
ACP_positive_187,3.0,0.0,1.0,0.0,1
ACP_positive_188,9.0,2.0,3.0,0.0,1
ACP_positive_189,3.0,3.0,1.0,1.0,1
ACP_positive_190,4.0,1.0,0.0,0.0,1
ACP_positive_191,3.0,1.0,0.0,0.0,1
ACP_positive_192,1.0,0.0,2.0,1.0,1
ACP_positive_193,9.0,0.0,4.0,0.0,1
ACP_positive_194,4.0,2.0,1.0,0.0,1
ACP_positive_195,2.0,0.0,1.0,1.0,1
ACP_positive_196,0.0,0.0,2.0,0.0,1
ACP_positive_197,4.0,0.0,1.0,0.0,1
ACP_positive_198,7.0,1.0,2.0,0.0,1
ACP_positive_199,3.0,0.0,1.0,1.0,1
ACP_positive_200,6.0,4.0,1.0,0.0,1
ACP_positive_201,8.0,2.0,0.0,0.0,1
ACP_positive_202,1.0,2.0,0.0,1.0,1
ACP_positive_203,11.0,0.0,2.0,0.0,1
ACP_positive_204,1.0,2.0,1.0,0.0,1
ACP_positive_205,3.0,2.0,1.0,0.0,1
ACP_positive_206,3.0,1.0,2.0,0.0,1
ACP_positive_207,6.0,0.0,2.0,0.0,1
ACP_positive_208,4.0,0.0,0.0,2.0,1
ACP_positive_209,5.0,2.0,2.0,0.0,1
ACP_positive_210,4.0,0.0,1.0,0.0,1
ACP_positive_211,3.0,1.0,4.0,0.0,1
ACP_positive_212,3.0,3.0,1.0,1.0,1
ACP_positive_213,10.0,3.0,1.0,1.0,1
ACP_positive_214,4.0,0.0,0.0,1.0,1
ACP_positive_215,1.0,1.0,2.0,0.0,1
ACP_positive_216,8.0,2.0,0.0,0.0,1
ACP_positive_217,6.0,0.0,1.0,0.0,1
ACP_positive_218,4.0,0.0,1.0,0.0,1
ACP_positive_219,5.0,0.0,1.0,0.0,1
ACP_positive_220,3.0,0.0,1.0,0.0,1
ACP_positive_221,1.0,1.0,1.0,1.0,1
ACP_positive_222,5.0,1.0,2.0,1.0,1
ACP_positive_223,5.0,1.0,0.0,1.0,1
ACP_positive_224,5.0,0.0,2.0,0.0,1
ACP_positive_225,6.0,3.0,0.0,0.0,1
ACP_positive_226,12.0,1.0,0.0,0.0,1
ACP_positive_227,10.0,0.0,3.0,0.0,1
ACP_positive_228,3.0,1.0,1.0,1.0,1
ACP_positive_229,8.0,2.0,0.0,0.0,1
ACP_positive_230,1.0,1.0,2.0,0.0,1
ACP_positive_231,8.0,4.0,1.0,0.0,1
ACP_positive_232,3.0,2.0,0.0,0.0,1
ACP_positive_233,6.0,2.0,1.0,0.0,1
ACP_positive_234,1.0,3.0,0.0,1.0,1
ACP_positive_235,6.0,0.0,1.0,0.0,1
ACP_positive_236,2.0,1.0,1.0,0.0,1
ACP_positive_237,8.0,0.0,2.0,0.0,1
ACP_positive_238,4.0,0.0,1.0,1.0,1
ACP_positive_239,4.0,5.0,0.0,0.0,1
ACP_positive_240,1.0,0.0,0.0,1.0,1
ACP_positive_241,1.0,1.0,1.0,1.0,1
ACP_positive_242,6.0,2.0,0.0,0.0,1
ACP_positive_243,3.0,1.0,1.0,0.0,1
ACP_positive_244,3.0,0.0,1.0,0.0,1
ACP_positive_245,2.0,1.0,0.0,1.0,1
ACP_positive_246,5.0,2.0,1.0,0.0,1
ACP_positive_247,8.0,1.0,1.0,0.0,1
ACP_positive_248,5.0,0.0,2.0,0.0,1
ACP_positive_249,4.0,0.0,1.0,0.0,1
ACP_positive_250,1.0,1.0,3.0,1.0,1
ACP_positive_251,3.0,4.0,1.0,0.0,1
ACP_positive_252,4.0,4.0,0.0,0.0,1
ACP_positive_253,2.0,1.0,0.0,1.0,1
ACP_positive_254,6.0,2.0,0.0,1.0,1
ACP_positive_255,14.0,2.0,1.0,0.0,1
ACP_positive_256,8.0,1.0,1.0,0.0,1
ACP_positive_257,2.0,1.0,0.0,1.0,1
ACP_positive_258,2.0,0.0,0.0,0.0,1
ACP_positive_259,1.0,2.0,1.0,1.0,1
ACP_positive_260,2.0,0.0,2.0,0.0,1
ACP_positive_261,0.0,1.0,1.0,2.0,1
ACP_positive_262,9.0,1.0,3.0,1.0,1
ACP_positive_263,3.0,0.0,2.0,0.0,1
ACP_positive_264,7.0,0.0,2.0,1.0,1
ACP_positive_265,2.0,1.0,1.0,1.0,1
ACP_positive_266,6.0,1.0,2.0,0.0,1
ACP_positive_267,2.0,2.0,0.0,0.0,1
ACP_positive_268,6.0,2.0,1.0,1.0,1
ACP_positive_269,1.0,1.0,3.0,0.0,1
ACP_positive_270,5.0,1.0,0.0,0.0,1
ACP_positive_271,4.0,0.0,2.0,0.0,1
ACP_positive_272,3.0,0.0,0.0,1.0,1
ACP_positive_273,3.0,3.0,4.0,1.0,1
ACP_positive_274,3.0,2.0,1.0,1.0,1
ACP_positive_275,5.0,0.0,2.0,0.0,1
ACP_positive_276,3.0,0.0,0.0,1.0,1
ACP_positive_277,1.0,0.0,1.0,2.0,1
ACP_positive_278,5.0,2.0,0.0,0.0,1
ACP_positive_279,2.0,1.0,1.0,1.0,1
ACP_positive_280,4.0,2.0,4.0,0.0,1
ACP_positive_281,3.0,1.0,0.0,0.0,1
ACP_positive_282,0.0,1.0,1.0,1.0,1
ACP_positive_283,6.0,1.0,0.0,0.0,1
ACP_positive_284,4.0,1.0,0.0,0.0,1
ACP_positive_285,7.0,0.0,0.0,0.0,1
ACP_positive_286,6.0,1.0,1.0,0.0,1
ACP_positive_287,6.0,1.0,1.0,1.0,1
ACP_positive_288,2.0,1.0,1.0,0.0,1
ACP_positive_289,10.0,1.0,1.0,0.0,1
ACP_positive_290,9.0,0.0,1.0,0.0,1
ACP_positive_291,2.0,0.0,2.0,0.0,1
ACP_positive_292,7.0,2.0,0.0,0.0,1
ACP_positive_293,11.0,1.0,1.0,1.0,1
ACP_positive_294,2.0,3.0,5.0,1.0,1
ACP_positive_295,5.0,1.0,2.0,0.0,1
ACP_positive_296,6.0,1.0,2.0,0.0,1
ACP_positive_297,2.0,3.0,0.0,1.0,1
ACP_positive_298,10.0,0.0,3.0,0.0,1
ACP_positive_299,2.0,1.0,1.0,0.0,1
ACP_positive_300,2.0,1.0,0.0,1.0,1
ACP_positive_301,12.0,1.0,0.0,1.0,1
ACP_positive_302,2.0,1.0,1.0,0.0,1
ACP_positive_303,2.0,3.0,1.0,0.0,1
ACP_positive_304,2.0,0.0,1.0,1.0,1
ACP_positive_305,4.0,1.0,0.0,0.0,1
ACP_positive_306,5.0,0.0,1.0,1.0,1
ACP_positive_307,4.0,2.0,0.0,0.0,1
ACP_positive_308,3.0,2.0,1.0,0.0,1
ACP_positive_309,4.0,0.0,0.0,0.0,1
ACP_positive_310,6.0,2.0,0.0,0.0,1
ACP_positive_311,2.0,2.0,0.0,1.0,1
ACP_positive_312,9.0,3.0,1.0,0.0,1
ACP_positive_313,3.0,4.0,1.0,0.0,1
ACP_positive_314,6.0,0.0,0.0,0.0,1
ACP_positive_315,0.0,1.0,1.0,0.0,1
ACP_positive_316,2.0,1.0,1.0,0.0,1
ACP_positive_317,2.0,2.0,1.0,0.0,1
ACP_positive_318,2.0,0.0,1.0,1.0,1
ACP_positive_319,1.0,2.0,1.0,0.0,1
ACP_positive_320,8.0,2.0,1.0,0.0,1
ACP_positive_321,7.0,1.0,2.0,0.0,1
ACP_positive_322,1.0,2.0,0.0,0.0,1
ACP_positive_323,2.0,4.0,0.0,0.0,1
ACP_positive_324,3.0,1.0,2.0,2.0,1
ACP_positive_325,2.0,1.0,1.0,0.0,1
ACP_positive_326,8.0,2.0,1.0,0.0,1
ACP_positive_327,9.0,1.0,0.0,0.0,1
ACP_positive_328,2.0,1.0,0.0,1.0,1
ACP_positive_329,3.0,2.0,3.0,0.0,1
ACP_positive_330,3.0,2.0,0.0,2.0,1
ACP_positive_331,4.0,5.0,0.0,0.0,1
ACP_positive_332,4.0,3.0,3.0,1.0,1
ACP_positive_333,2.0,0.0,1.0,1.0,1
ACP_positive_334,9.0,0.0,1.0,0.0,1
ACP_positive_335,5.0,0.0,1.0,1.0,1
ACP_positive_336,1.0,2.0,0.0,1.0,1
ACP_positive_337,3.0,1.0,2.0,0.0,1
ACP_positive_338,4.0,0.0,1.0,0.0,1
ACP_positive_339,2.0,1.0,0.0,1.0,1
ACP_positive_340,1.0,2.0,1.0,2.0,1
ACP_positive_341,0.0,0.0,2.0,0.0,1
ACP_positive_342,2.0,1.0,0.0,1.0,1
ACP_positive_343,3.0,3.0,0.0,3.0,1
ACP_positive_344,0.0,2.0,1.0,1.0,1
ACP_positive_345,7.0,2.0,1.0,0.0,1
ACP_positive_346,2.0,3.0,0.0,1.0,1
ACP_positive_347,2.0,0.0,2.0,0.0,1
ACP_positive_348,12.0,2.0,1.0,1.0,1
ACP_positive_349,3.0,0.0,1.0,0.0,1
ACP_positive_350,4.0,2.0,1.0,1.0,1
ACP_positive_351,1.0,1.0,1.0,1.0,1
ACP_positive_352,4.0,0.0,1.0,0.0,1
ACP_positive_353,2.0,2.0,0.0,0.0,1
ACP_positive_354,12.0,2.0,1.0,0.0,1
ACP_positive_355,2.0,0.0,2.0,0.0,1
ACP_positive_356,3.0,2.0,0.0,2.0,1
ACP_positive_357,6.0,1.0,1.0,0.0,1
ACP_positive_358,5.0,1.0,1.0,0.0,1
ACP_positive_359,5.0,4.0,0.0,0.0,1
ACP_positive_360,1.0,1.0,2.0,2.0,1
ACP_positive_361,7.0,0.0,2.0,1.0,1
ACP_positive_362,9.0,1.0,0.0,0.0,1
ACP_positive_363,4.0,0.0,0.0,1.0,1
ACP_positive_364,2.0,0.0,0.0,0.0,1
ACP_positive_365,7.0,0.0,0.0,0.0,1
ACP_positive_366,2.0,1.0,2.0,0.0,1
ACP_positive_367,4.0,1.0,1.0,0.0,1
ACP_positive_368,9.0,3.0,0.0,0.0,1
ACP_positive_369,5.0,2.0,0.0,0.0,1
ACP_positive_370,2.0,0.0,1.0,1.0,1
ACP_positive_371,3.0,0.0,1.0,0.0,1
ACP_positive_372,2.0,0.0,2.0,0.0,1
ACP_positive_373,2.0,1.0,1.0,0.0,1
ACP_positive_374,6.0,0.0,0.0,0.0,1
ACP_positive_375,2.0,0.0,1.0,0.0,1
ACP_positive_376,3.0,3.0,0.0,0.0,1
ACP_positive_377,10.0,2.0,1.0,0.0,1
ACP_positive_378,8.0,2.0,0.0,0.0,1
ACP_positive_379,8.0,1.0,0.0,0.0,1
ACP_positive_380,0.0,1.0,0.0,1.0,1
ACP_positive_381,0.0,1.0,2.0,0.0,1
ACP_positive_382,3.0,3.0,0.0,0.0,1
ACP_positive_383,2.0,3.0,1.0,0.0,1
ACP_positive_384,6.0,3.0,0.0,0.0,1
ACP_positive_385,2.0,1.0,0.0,0.0,1
ACP_positive_386,9.0,2.0,1.0,0.0,1
ACP_positive_387,3.0,2.0,1.0,0.0,1
ACP_positive_388,1.0,2.0,1.0,1.0,1
ACP_positive_389,5.0,0.0,1.0,2.0,1
ACP_positive_390,2.0,1.0,0.0,1.0,1
ACP_positive_391,8.0,0.0,2.0,0.0,1
ACP_positive_392,4.0,1.0,4.0,2.0,1
ACP_positive_393,2.0,0.0,2.0,0.0,1
ACP_positive_394,2.0,1.0,0.0,1.0,1
ACP_positive_395,8.0,2.0,0.0,0.0,1
ACP_positive_396,4.0,1.0,0.0,0.0,1
ACP_positive_397,4.0,0.0,1.0,0.0,1
ACP_positive_398,3.0,1.0,2.0,0.0,1
ACP_positive_399,1.0,2.0,0.0,0.0,1
ACP_positive_400,3.0,1.0,1.0,1.0,1
ACP_positive_401,2.0,0.0,1.0,1.0,1
ACP_positive_402,8.0,2.0,0.0,0.0,1
ACP_positive_403,6.0,0.0,1.0,1.0,1
ACP_positive_404,5.0,1.0,3.0,0.0,1
ACP_positive_405,7.0,0.0,0.0,0.0,1
ACP_positive_406,4.0,0.0,1.0,0.0,1
ACP_positive_407,2.0,0.0,0.0,0.0,1
ACP_positive_408,1.0,2.0,2.0,0.0,1
ACP_positive_409,11.0,1.0,1.0,0.0,1
ACP_positive_410,5.0,1.0,2.0,0.0,1
ACP_positive_411,5.0,1.0,1.0,1.0,1
ACP_positive_412,9.0,0.0,0.0,0.0,1
ACP_positive_413,9.0,1.0,1.0,1.0,1
ACP_positive_414,2.0,1.0,1.0,0.0,1
ACP_positive_415,1.0,1.0,1.0,1.0,1
ACP_positive_416,8.0,1.0,1.0,0.0,1
ACP_positive_417,5.0,1.0,0.0,1.0,1
ACP_positive_418,1.0,1.0,1.0,1.0,1
ACP_positive_419,1.0,2.0,0.0,1.0,1
ACP_positive_420,0.0,2.0,0.0,0.0,1
ACP_positive_421,3.0,0.0,2.0,0.0,1
ACP_positive_422,4.0,3.0,1.0,0.0,1
ACP_positive_423,1.0,1.0,2.0,0.0,1
ACP_positive_424,3.0,2.0,1.0,0.0,1
ACP_positive_425,8.0,0.0,2.0,0.0,1
ACP_positive_426,4.0,0.0,0.0,0.0,1
ACP_positive_427,6.0,1.0,0.0,1.0,1
ACP_positive_428,0.0,3.0,1.0,0.0,1
ACP_positive_429,3.0,2.0,0.0,2.0,1
ACP_positive_430,2.0,1.0,0.0,1.0,1
ACP_positive_431,7.0,2.0,1.0,0.0,1
ACP_positive_432,3.0,2.0,2.0,1.0,1
ACP_positive_433,8.0,2.0,0.0,0.0,1
ACP_positive_434,5.0,1.0,2.0,0.0,1
ACP_positive_435,5.0,2.0,0.0,1.0,1
ACP_positive_436,9.0,2.0,2.0,0.0,1
ACP_positive_437,2.0,2.0,0.0,0.0,1
ACP_positive_438,2.0,1.0,1.0,0.0,1
ACP_positive_439,5.0,1.0,1.0,0.0,1
ACP_positive_440,5.0,1.0,4.0,0.0,1
ACP_positive_441,2.0,0.0,1.0,1.0,1
ACP_positive_442,3.0,0.0,0.0,0.0,1
ACP_positive_443,8.0,3.0,1.0,1.0,1
ACP_positive_444,2.0,0.0,1.0,0.0,1
ACP_positive_445,6.0,1.0,1.0,0.0,1
ACP_positive_446,4.0,1.0,0.0,0.0,1
ACP_positive_447,2.0,2.0,1.0,0.0,1
ACP_positive_448,1.0,0.0,2.0,1.0,1
ACP_positive_449,0.0,2.0,2.0,0.0,1
ACP_positive_450,3.0,0.0,0.0,1.0,1
ACP_positive_451,7.0,1.0,2.0,0.0,1
ACP_positive_452,2.0,1.0,0.0,0.0,1
ACP_positive_453,3.0,1.0,2.0,0.0,1
ACP_positive_454,2.0,1.0,1.0,0.0,1
ACP_positive_455,2.0,0.0,1.0,1.0,1
ACP_positive_456,4.0,1.0,2.0,0.0,1
ACP_positive_457,2.0,1.0,1.0,0.0,1
ACP_positive_458,2.0,2.0,1.0,2.0,1
ACP_positive_459,4.0,1.0,0.0,0.0,1
ACP_positive_460,1.0,0.0,2.0,1.0,1
ACP_positive_461,10.0,1.0,0.0,1.0,1
ACP_positive_462,7.0,1.0,0.0,0.0,1
ACP_positive_463,1.0,1.0,0.0,2.0,1
ACP_positive_464,3.0,2.0,1.0,1.0,1
ACP_positive_465,5.0,2.0,0.0,1.0,1
ACP_positive_466,3.0,1.0,1.0,0.0,1
ACP_positive_467,7.0,0.0,0.0,0.0,1
ACP_positive_468,8.0,3.0,3.0,0.0,1
ACP_positive_469,1.0,1.0,1.0,1.0,1
ACP_positive_470,8.0,1.0,4.0,0.0,1
ACP_positive_471,12.0,2.0,1.0,0.0,1
ACP_positive_472,7.0,0.0,0.0,0.0,1
ACP_positive_473,2.0,1.0,0.0,1.0,1
ACP_positive_474,6.0,2.0,0.0,0.0,1
ACP_positive_475,7.0,2.0,0.0,0.0,1
ACP_positive_476,5.0,2.0,0.0,0.0,1
ACP_positive_477,5.0,0.0,0.0,0.0,1
ACP_positive_478,12.0,1.0,0.0,1.0,1
ACP_positive_479,1.0,2.0,0.0,1.0,1
ACP_positive_480,2.0,1.0,1.0,0.0,1
ACP_positive_481,4.0,0.0,2.0,0.0,1
ACP_positive_482,7.0,0.0,0.0,0.0,1
ACP_positive_483,1.0,0.0,1.0,0.0,1
ACP_positive_484,3.0,0.0,0.0,0.0,1
ACP_positive_485,4.0,0.0,1.0,0.0,1
ACP_positive_486,2.0,0.0,2.0,0.0,1
ACP_positive_487,0.0,1.0,3.0,0.0,1
ACP_positive_488,7.0,1.0,3.0,0.0,1
ACP_positive_489,3.0,2.0,1.0,2.0,1
ACP_positive_490,4.0,3.0,1.0,1.0,1
ACP_positive_491,3.0,3.0,0.0,1.0,1
ACP_positive_492,3.0,0.0,0.0,0.0,1
ACP_positive_493,11.0,1.0,3.0,0.0,1
ACP_positive_494,12.0,2.0,1.0,0.0,1
ACP_positive_495,3.0,1.0,2.0,1.0,1
ACP_positive_496,5.0,2.0,0.0,0.0,1
ACP_positive_497,3.0,3.0,0.0,1.0,1
ACP_positive_498,6.0,2.0,0.0,0.0,1
ACP_positive_499,8.0,4.0,0.0,0.0,1
ACP_positive_500,11.0,0.0,1.0,0.0,1
ACP_positive_501,3.0,1.0,1.0,0.0,1
ACP_positive_502,3.0,1.0,1.0,0.0,1
ACP_positive_503,0.0,3.0,0.0,1.0,1
ACP_positive_504,1.0,1.0,1.0,1.0,1
ACP_positive_505,1.0,0.0,2.0,1.0,1
ACP_positive_506,6.0,5.0,0.0,0.0,1
ACP_positive_507,2.0,0.0,0.0,0.0,1
ACP_positive_508,3.0,1.0,1.0,0.0,1
ACP_positive_509,1.0,1.0,2.0,0.0,1
ACP_positive_510,1.0,0.0,3.0,0.0,1
ACP_positive_511,2.0,0.0,1.0,0.0,1
